"id","referral_type_id","company_entity","company_fictitions","street","city","state","zipcode","main_contact","email","created_at","updated_at"
"357","1","The Best Restoration & Floor Care","The Best Restoration & Floor Care","7230 W. University Avenue","Gainesville","FL","32607","Todd M. Hurt Burt","Todd@thebestrestoration.com","2021-7-27 16:06:16","2021-8-10 14:50:02"
"358","1","COIT Cleaning & Restoration","COIT Cleaning & Restoration","4850 Collins Rd., Unit 106","Jacksonville","FL","32244","Sal - The Owner","coit028@msn.com","2021-7-27 16:30:12","2021-8-9 12:04:12"
"359","1","Gainesville Remodeling & Building Contractor","Gainesville Remodeling & Building Contractor","4607 NW 6th Street","Gainesville","FL","32609","Bill","officemgr@paynegrp.com","2021-7-27 16:51:18","2021-8-9 12:16:27"
"360","1","Maven Construction","Maven Construction","6833 NW 16th Street,","Gainesville","FL","32653",,"Service Line / There's no Email informed in the website","2021-7-28 10:41:22","2021-8-10 14:14:29"
"361","1","Dreyer's DKI Gainesville","Dreyer's DKI Gainesville","1911 NW 67th Place, Suite 4","Gainesville","FL","32653","Zach Heern","Zach@Dreyersdki.com","2021-7-28 10:55:36","2021-8-9 12:05:00"
"362","1","ServPro of Gainesville West / Alachua County West","ServPro of Gainesville West / Alachua County West","3210 SW 40th Blvd., Suite C","Gainesville","FL","32608","Nikki Schellpeper","office@servproacw.com","2021-7-28 11:15:21","2021-8-10 14:43:07"
"363","1","Paul Davis Restoration & Remodeling of North Central Florida - GAINESVILLE","Paul Davis Restoration & Remodeling of North Central Florida - GAINESVILLE","3499 NW 97th Blvd., #10","Gainesville","FL","32608","Bob","gvfl@pauldavis.com","2021-7-28 11:21:47","2021-8-10 14:32:47"
"364","1","United Water Restoration Group of Gainesville","United Water Restoration Group of Gainesville","6342 NW 18th Dr., Suite 8","Gainesville","FL","32653","Jonathan","jonathanr@unitedwaterestoration.com","2021-7-28 13:01:48","2021-8-10 14:50:49"
"365","1","Rytech of Gainesville","Rytech of Gainesville","5200 NW 43rd Street, Suite 102-194","Gainesville","FL","32606","Ryan Gemelli - Manager of Operations","rgemelli@rytechinc.com","2021-7-28 13:15:19","2021-8-9 15:50:24"
"366","1","Gator Carpet Cleaning & Water Restoration","Gator Carpet Cleaning & Water Restoration","5215 Southwest 91 Terrace","Gainesville","FL","32608","Austin","corporategator@icloud.com","2021-7-28 13:40:28","2021-8-9 15:52:27"
"367","1","Rainbow International of Gainesville","Rainbow International of Gainesville","4609 B NW 6th Street, Unit 2","Gainesville","FL","32609","Ashley","gainesville@rainbowintl.com","2021-7-28 13:48:37","2021-8-10 14:34:08"
"368","1","Restoration Specialists","Restoration Specialists","6201 NW 123rd Place, #10","Gainesville","FL","32653","Andrew Grage","agrage@restorationspecialists.com","2021-7-28 14:22:05","2021-8-10 14:40:27"
"369","1","Gainesville Turnover Specialist","Gainesville Turnover Specialist","7230 W. University Avenue","Gainesville","FL","32607",,"Same Company, same address as The Best Restoration - different name only","2021-7-28 14:25:09","2021-8-9 12:17:10"
"370","3","Worthmann Roofing","Worthmann Roofing","7325 NW 12th Blvd., Suite 88","Gainesville","FL","32653","Cristina","sales@wothmannroofing.com","2021-7-28 15:04:38","2021-8-10 14:52:53"
"371","3","Energy Roofing Companies Gainesville","Energy Roofing Companies Gainesville","4010 W. Newberry Rd. B,","Gainesville","FL","32607","Shane","info@atlanticroofingfl.com","2021-7-28 15:16:45","2021-8-9 12:10:33"
"372","1","Water damage Express, LLC","Water damage Express, LLC","5200 NW 43rd Street, Suite 102","Gainesville","FL","32606",,,"2021-7-28 15:25:29","2021-8-10 14:52:32"
"373","3","Perry Roofing Contractors","Perry Roofing Contractors","2505 NW 71th Place","Gainesville","FL","32653",,,"2021-7-28 15:43:54","2021-8-10 14:33:02"
"374","1","DMS Restoration Services, Inc.","DMS Restoration Services, Inc.","6254 Powers Avenue, Suite 7","Jacksonville","FL","32217",,"cisco@dmsrestoration.com","2021-7-28 16:00:54","2021-8-9 12:04:48"
"375","10","Lee County Insurance Agency","Lee County Insurance Agency","390 Pondella Rd #1","North Fort Myers","FL","33903","Bill Caligiuri","bill@lciquotes.com","2021-8-6 10:06:42","2021-8-10 14:14:04"
"376","10","Flagler Insurance","Flagler Insurance","422 NE 2nd Pl Suite 200","cape coral","FL","33909","Sam Medina","sam@flaglerinsurance.com","2021-8-6 10:13:02","2021-8-9 12:15:43"
"377","10","HRI Insurance","HRI Insurance","1110 NE Pine Island Road  # 20","Cape Coral","FL","33909","Eric Dreszer","eric@hriinsurance.com","2021-8-6 10:16:32","2021-8-10 14:08:45"
"378","10","The Insurancenter","The Insurancenter","16591 S tamiami Trail","Fort Myers","FL","33908","Hanaa or Mark Nellans","hanaa@insurance-center.net","2021-8-6 10:22:51","2021-8-10 14:50:11"
"379","1","Rapid Response Fort Myers","Rapid Response Fort Myers","5550 Division Drive","Fort Myers","FL","33905","Michael McCabe","mmccabe@rrtfl.com","2021-8-6 10:35:42","2021-8-10 14:40:03"
"380","10","Parlin Insurance Agency","Parlin Insurance Agency","24520 Production Cr #4","Bonita Springs","FL","34135","Dee Parlin","dee@parlininsurance.com","2021-8-6 10:42:14","2021-8-10 14:32:21"
"381","10","Allstate Capt. David Schuman","Allstate Capt. David Schuman","1329 Hibiscus dr","Cape Coral","FL","33909","David Schuman","davidschuman3@allstate.com","2021-8-6 10:45:49","2021-8-9 11:56:34"
"382","10","East And Greenwell Insurance","East And Greenwell Insurance","20321 Grand Oak Shoppes Blvd # 308","Estero","FL","33928","Carissa Russell","carissa@allstate.com","2021-8-6 11:07:35","2021-8-9 12:09:41"
"383","10","Susan Schreiber Martin Insurance Agency","Susan Schreiber Martin Insurance Agency","3723 B Del Prado Blvd S","Cape Coral","FL","33904","Jack Phelps or Susan Schreiber","jack@ssminsurance.com","2021-8-6 11:19:37","2021-8-10 14:49:44"
"384","10","Galezano Insurance","Galezano Insurance","1108 SE 17th Ave Suite D","Cape Coral","FL","33990","Margaret Galewski","margaret@galezano.com","2021-8-6 11:25:18","2021-8-9 12:17:17"
"385","10","FHC - Fort Myers","FHC - Fort Myers","3441 Colonial Blvd #7","Fort Myers","FL","33966","Aly Case","aly@fhcins.com","2021-8-6 11:28:56","2021-8-9 12:10:47"
"386","10","Brightway Insurance Deborah Delinger-Crep","Brightway Insurance Deborah Delinger-Crep","8660 College Parkway #300","Fort Myers","FL","33919","Debbie Dellinger","debbie.dellinger@brightway.com","2021-8-6 11:34:04","2021-8-9 11:58:17"
"387","10","Culbertson Agency - Allstate","Culbertson Agency - Allstate","13099 S. Cleveland Ave Ste 310","Fort Myers","FL","33907","Nicole Ellis","nicholeellis@allstate.com","2021-8-6 11:40:21","2021-8-9 12:04:20"
"388","10","Brown & BrownInsurance  Fort Myers","Brown & BrownInsurance  Fort Myers","6611 Orion Dr Ste. 201","Fort Myers","fl","33912","Heather Rolewicz","hrolewicz@bbswfl.com","2021-8-6 11:46:10","2021-8-9 11:58:34"
"389","10","Way Better Insurance","Way Better Insurance","4978 Royal Gulf Cir","Fort Myers","fl","33966","Amy Mandala","amy@waybetterinsurance.com","2021-8-6 12:22:46","2021-8-10 14:52:43"
"390","10","Allstate - Dwayne Stevens","Allstate - Dwayne Stevens","14630 Palm Beach Blvd Ste 6","Fort Myers","fl","33905","Dwayne Stevens",,"2021-8-6 12:56:47","2021-8-9 11:51:38"
"391","10","Freedom Insurance Center - Cape Coral","Freedom Insurance Center - Cape Coral","923 Del Prado Blvd # 102","Cape Coral","fl","33990","Lisa Kafalas","lisa@freedominsurancecenter.com","2021-8-6 13:00:27","2021-8-9 12:16:02"
"392","10","Freedom Insurance Center - Fort Myers","Freedom Insurance Center - Fort Myers","12995 Cleveland Ave #141","Fort Myers","fl","33907","Bryce Wright","bryce@freedominsurancecenter.com","2021-8-6 13:03:28","2021-8-9 12:16:07"
"393","1","Servpro of NE Hillsborough/Plant City, Cape Coral, North Fort Myers, Punta Gorda","Servpro of NE Hillsborough/Plant City, Cape Coral, North Fort Myers, Punta Gorda","2596 SR-60 W","Valrico","FL","33594","Alex Smith, Howard","construction1@servpro11133.com","2021-8-6 13:14:18","2021-8-19 14:24:46"
"394","3","TopNotch Roofing","TopNotch Roofing","2888 W. Lake Mary Blvd.,","Lake Mary","FL","32746","Brannon Rue","brannon@roofingtopnotch.com","2021-8-9 15:43:20","2021-8-19 14:23:17"
"395","1","Belfor Property Restoration ORLANDO","Belfor Property Restoration ORLANDO","7100 Tpc Dr #450,","Orlando","FL","32822","SHARA","shara.navarrete@us.belfor.com","2021-8-10 12:30:01","2021-8-10 12:31:33"
"396","9","Seibels","Seibels","1501 Lady Sreet","Columbia","SC","29201",,,"2021-8-16 11:38:34","2021-8-16 11:38:34"
"397","10","Allstate - Kathy Dorsey","Allstate - Kathy Dorsey","16520 Burnt store Road","Punta Gorda","FL","33955","Sheree Ingram","singram1@allstate.com","2021-8-17 14:18:43","2021-10-19 17:21:56"
"398","10","Nolan Family Insurance","Nolan Family Insurance","100 Madrid Blvd unit 111","Punta Gorda","FL","33950","Kerri Stuart","kerri@nolanagency.com","2021-8-17 14:21:39","2021-10-19 17:39:12"
"399","10","Ezzi Insurance Advisors","Ezzi Insurance Advisors","1777 Tamiami Trail Unit 404","Port Charlotte","FL","33948","Kelly Torres or Tyler Ezzi","kelly@ezziadvisors.com","2021-8-17 14:29:32","2021-10-19 17:30:13"
"400","10","Halbrehder Family Agency","The Insurance Shop","601 N. Del Prado Blvd #11","Cape Coral","FL","33909","Paulette Halbrehder","paulette@insuranceshopfl.com","2021-8-17 14:33:13","2021-10-19 17:32:19"
"401","10","Keith Insurance","Keith Insurance","8931 Conference Dr #4","Fort Myers","FL","33919","Ian Keith","ian@keithinsurance.net","2021-8-17 14:57:35","2021-10-19 17:34:03"
"402","1","911 Restoration - Naples","911 Restoration - Naples","551 Owen Avenue North","Lehigh Acres","FL","33971","(954) 747-7000","travis.s@911restoration.com","2021-8-17 15:07:39","2022-3-2 19:51:44"
"403","1","Devoted Restoration","Devoted Restoration","11000 Metro Parkway Unit 28","Fort Myers","FL","33966","(239) 336-4030","norma@devotedrestoration.com","2021-8-17 15:40:51","2021-10-19 17:28:25"
"404","10","State Farm - Dean McConville","State Farm - Dean McConville","14506 Tamiami Trail","North Port","FL","34287","Leia Stough","leia.stough.rjpg@statefarm.com","2021-8-17 15:47:20","2021-10-19 17:43:04"
"405","10","State Farm - Mary Dixon","State Farm - Mary Dixon","2820 College Pkwy, unit 1-2","Fort Myers","FL","33919-4411","Mary Dixon","mary@marydixoninsurance.com","2021-8-17 16:14:07","2021-10-19 17:44:07"
"406","3","Nastar Roofing","Nastar Roofing","4005 Del Prado Blvd S","Cape Coral","FL","33904","Frank Miller","frank@nastarroofing.com","2021-8-17 16:42:37","2021-10-19 17:38:41"
"407","10","Brightway Insurance - Diane Haas","Brightway Insurance - Diane Haas","4391 Colonial Blvd, suite 103","Fort Myers","FL","33966","Diane Haas","diane.haas@brightway.com","2021-8-17 16:47:38","2021-10-19 17:27:14"
"408","1","VETCOR - Neumann Emergency Services","VETCOR San Antonio - Neumann Emergency Services, LLC","30427 Commerce Dr.,","San Anotnio","FL","33576","(813) 782-9080","jcasteel@nfoc.net","2021-8-18 16:44:18","2021-8-19 14:23:54"
"409","10","State Farm - Tonya Edison","State Farm - Tonya Edison","3443 Hancock Bridge Pkwy, unit 401","North Fort Myers","FL","33903","Steven Allen","steven@tonyaedison.com","2021-8-19 10:01:08","2021-10-19 17:45:06"
"410","10","McDaniel Insurance solutions","McDaniel Insurance solutions","3443 Hancock Bridge Pkwy, # 201","North Fort Myers","FL","33903","Amy Perry","amy@mcdanielinsurancesolutions.com","2021-8-19 10:07:43","2021-10-19 17:36:12"
"411","10","Assured Partners","Assured Partners","3501 Del Prado Blvd, suite 204","Cape Coral","FL","33904","Matthew D. Bevins - President","matt.bevins@assuredpartners.com","2021-8-19 10:14:30","2021-10-19 17:25:10"
"412","10","State Farm - Joan Wolbach","State Farm - Joan Wolbach","15201 N. Cleveland Ave, #606","North Fort Myers","FL","33903","Ashley","joan.wolbach,p0pb@statefarm.com","2021-8-19 10:43:19","2021-10-19 17:43:34"
"413","10","McDonald Insurance Agency","McDonald Insurance Agency","15205 Collier Blvd. # 106","Naples","FL","34119","Mike McDonald","mike@insurancemcdonald.com","2021-8-19 11:30:30","2021-10-19 17:37:31"
"414","1","Big Wave Restoration","Big Wave Restoration","8009 Benjamin Rd","Tampa","Fl","33634","Paul Pfleiderer",,"2021-8-30 13:45:17","2022-6-24 10:14:38"
"415","9","Codeblue 360","Codeblue 360","14 East Main Street , 4th Street","Springfield","OH","45502",,,"2021-8-31 13:06:08","2021-8-31 13:06:08"
"416","10","America's Insurance associates, Inc","America's Insurance Associates, Inc","2451 First Street","Fort Myers","FL","33901","Louise self or Donna Mikesell","louise@iaanetwork.com","2021-9-3 12:50:00","2021-10-19 17:24:43"
"417","10","Acentia Insurance","Greg Thomas","5429 Airport Pulling Rd","Naples","FL","34109","Dina Layne","dina.Layne@acentra.com","2021-9-3 12:55:18","2021-10-19 17:19:27"
"418","10","Brown & Brown - Naples","Brown & Brown - Naples","1421 Pine Ridge Rd, Suite 200","Naples","FL","34109","Wesley Campbell","wcampbell@bbnaples.com","2021-9-3 13:00:11","2021-10-19 17:27:54"
"419","10","Vanderbilt Insurance and risk management","Vanderbilt Insurance and Risk Management","2359 Vanderbilt Beach Rd, suite 400","Naples","FL","34109","Taylor Doria, Mario Doria","taylor@vandyins.com","2021-9-3 13:13:07","2021-10-19 17:46:28"
"420","5","Guardian Property Management","Guardian Property Management","6704 Lone Oak BL","Naples","FL","34109","Patricia Lynn or Robin","Patricia@guardianpropertymanagement.net","2021-9-3 13:25:13","2021-10-19 17:30:42"
"421","10","State Farm - Brian Glaeser","State Farm - Brian Glaeser","3765 Airport Pulling Rd N, suite 101","Naples","FL","34105","Margi Pope","margi.popelhq5@statefarm.com","2021-9-3 13:30:52","2021-10-19 17:42:38"
"422","10","Imold","Imold","3804 Ironbridge blvd","Fort Myers","FL","33916","Haley or Brian Bland","harley@imold.us","2021-9-3 13:57:43","2022-3-4 13:19:57"
"423","3","Kelly Roofing","Kelly Roofing","9930 Channel 30 Drive","Bonita Springs","Fl","31435","(239) 316-3197","eddie@kellyroofing.com","2021-9-3 14:00:55","2021-10-19 17:34:36"
"424","10","Ackerman Insurance","Ackerman Insurance","1575 Pine Ridge Rd, suite 17","Naples","FL","34109","Anel Caraballo","anel@ackerman-insurance.com","2021-9-3 14:14:24","2021-10-19 17:20:32"
"425","10","State Farm - Robert Porto","State Farm - Robert Porto","3872 Tamiami Trail, Suite C","Port Charlotte","FL","33952-8463","Cathy Gerlach","cathy.gerlach.fpnk@statefarm.com","2021-9-3 14:18:12","2021-10-19 17:44:40"
"426","3","Kleinberger Corporation Construction and Roofing","Kleinberger Corporation Construction and Roofing","3522 Plover Ave","Naples","FL","34117","Andrew Kleinberger","ajkleinberger@gmail.com","2021-9-3 14:23:23","2021-10-19 17:35:05"
"427","10","Bouchard Insurance","Marsh & McLennan","12800 University Drive suite 165","Fort Myers","FL","33919","Doris Miller","dorismiller@bouchardinsurance.com","2021-9-3 14:38:44","2021-10-19 17:26:11"
"428","3","RoofRx","RoofRX","885 SE 47th Terrace D","Cape Coral","FL","33904","Jason Polly","jason@roofrx.net","2021-9-3 14:42:30","2021-10-19 17:41:28"
"429","10","RMS","RMS","20741 S Tamiami Trail","Estero","FL","33928","Lexa","operations@rms-florida.com","2021-9-3 14:51:19","2021-10-19 17:40:54"
"430","10","H20 911","H20 911 Dryzone","13850 Treeline Ave S","Fort Myers","FL","33913","Tommy Dence","tommy@h20911.com","2021-9-3 14:55:34","2021-10-19 17:31:51"
"431","10","Integral Underwriters Corp","Integral Underwriters Corp","12555 Collier Blvd Ste 5","Naples","FL","34116","Julio Hernandez","jhernandez@integralund.com","2021-9-3 15:19:33","2021-10-19 17:32:47"
"432","1","BKE Restoration Services Inc","BKE Restoration Services Inc","1490 NE pine Island Rd # 48","Cape Coral","FL","3333909","(239) 470-2542","chris@bkerestoration.com","2021-9-3 15:33:21","2021-10-19 17:25:42"
"433","10","Brightway - Char Seuffert","Brightway - Char Seuffert","900 SW Pine Island Rd Suite 103","Cape Coral","FL","33991","JoAnn Burk","JoAnn.Burk@Brightway.com","2021-9-3 15:56:16","2021-10-19 17:26:43"
"434","10","Allstate - Henley","Allstate - Henley","15245 S. Tamiami Trail Ste 11","Fort Myers","FL","33908","Norma","normahenley@allstate.com","2021-9-3 16:08:05","2021-10-19 17:21:23"
"435","1","1800 Water Damage","1800 Water Damage","3112 Scioto Darby Executive Court","Hilliard","Ohio","43026","(614) 381-1965","john.block@1800waterdamage.com","2021-9-21 14:15:07","2021-10-19 17:22:33"
"436","1","Rapid Response - Tampa","Rapid Response - Tampa","355 East Douglas Road","Oldsmar","Fl","34677","Tim Kish","Tkish@rrtfl.com","2021-9-23 16:05:21","2021-12-22 14:50:33"
"437","1","Mold Zero","Mold Zero","1000 Cleveland Street","Clearwater","FL","33755","Olivia Strickling","olivia@moldzero.com","2021-9-29 08:56:55","2021-10-19 17:38:14"
"438","1","Master Restoration","Master Rrestoration","17129 US Hwy 19 N","Clearwater","FL","33764","Kyle Starr or John Hoyt","kstarr@master24-7.com","2021-9-29 09:01:45","2021-10-19 17:35:32"
"439","10","Swyfft Insurance","Swyfft Insurance","44 Headquarters Plaza  4th Floor","Morristown","NJ","07960","Alex Clay",,"2021-9-30 16:08:14","2021-10-19 17:46:02"
"440","10","Strong Tower Risk Management","Strong Tower Risk Management","5644 Tavilla Circle, suite 103","Naples","FL","34110","Joe Bishman","joe@strongtowerrm.com","2021-10-1 09:19:57","2021-10-19 17:45:33"
"441","10","Allstate Roe Agency","Allstate Roe Agency","5644 Tavilla Circle, suite 107","Naples","FL","34110","lina Schmitz","linaschmitz@allstate.com","2021-10-1 09:32:37","2021-10-19 17:23:45"
"442","10","Allstate Charles Cole","Allstate Charles Cole","4301 Sibley Bay St, Unit A","Port Charlotte","FL","33980","Patrina Hendricks","phendricks@allsate.com","2021-10-1 09:46:42","2021-10-19 17:23:12"
"443","10","Allstate Zavada Inc","Allstate Zavada Inc","10911 Bonita Beach Road, suite 107","Bonita Beach","FL","34135","Mark Ellinger","markellinger1@allstate.com","2021-10-1 09:50:44","2021-10-19 17:24:15"
"444","10","Welch Insurance Agency","Welch Insurance Agency","8890 Salrose Lane  suite 201","Fort Myers","FL","33912","Kathleen Cote","kathleen@welchinsuranceagency.com","2021-10-1 11:25:54","2021-10-19 17:46:52"
"445","10","Rosier Insurance - Bonita Springs","Rosier Insurance - Bonita Springs","9696 Bonita Beach Road, suite 103","Bonita Springs","FL","34135","Alicia, Glen or Belinda","arosier@rosierinsurance.com","2021-10-1 12:12:14","2021-10-19 17:42:07"
"446","10","North Broward Insurance Solutions","Barefoot Insurance Brokers","1141 Banks Road","Margate","FL","33063","Julia Dourvetakis","julia@barefootins.com","2021-10-1 13:09:39","2021-10-19 17:39:45"
"447","10","Gulfshore Insurance","Gulfshore Insurance","4100 Goodllette Road North","Naples","FL","34103","Beth Bellairs","bbellairs@gulfshoreinsurance.com","2021-10-1 13:13:21","2021-10-19 17:31:18"
"448","10","Evolve","Evolve","20178 South Tamiami Trail","Venice","FL","34293","David Kronk Jr","davidk@evolveins.com","2021-10-1 13:27:11","2021-10-19 17:29:42"
"449","3","Epic Roofing","Epic Roofing","24610 Sandhill Blvd, Unit 2","Punta Gorda","FL","33983","Natasha Villagran","natasha@epicroofs.com","2021-10-1 13:32:31","2021-10-19 17:29:06"
"450","1","Nuresto Fort Myers","Nuresto Fort Myers","12553 New Britany Blvd., SUITE V38","Fort Myers","FL","33907","(954) 673-9555","hector@nuresto.com","2021-10-26 09:10:35","2021-10-26 10:20:54"
"451","4","Halliwell Engineering Associates, Inc.","Halliwell Engineering",,,,,"(401) 438-5020","spmickelson@heainc.com","2021-11-2 10:56:30","2021-11-2 10:57:36"
"452","1","Brightway - Dittman","Brightway - Dittman","3705 Tampa Road suite 1","Oldsmar","FL","34677","Jake Trimble","jake.trimble@brightway.com","2021-11-12 09:18:37","2022-4-8 15:21:19"
"453","10","Allstate - Bogan","Allstate - Bogan","2425 N. Tamiami Trail #212","Naples","FL","34103","Jeff Bogan","Jeffbogan@allstate.com","2021-11-12 09:21:54","2022-4-8 15:16:23"
"454","10","The Olde Naples Insurance Company","The Olde Naples Insurance Company","757 12th Ave. South","Naples","FL","34102","vi@theoldenaplesinsurancecompany.com","Jake Tracht or Vi Whiting","2021-11-12 09:35:54","2022-4-8 15:28:43"
"455","10","J. Miller Insurance","J. Miller Insurance","2664 Airport Road South","Naples","FL","34112","Megan Davis / Tatiana Alvarez","megan.d@jmigi.com","2021-11-12 09:39:18","2022-4-8 15:24:43"
"456","10","West Florida Insurance","West Florida Insurance","3607 Clark Road","Sarasota","FL","34233","Brian Moffitt","brian.moffitt@wflinsurance.com","2021-11-12 09:57:04","2022-4-8 15:29:09"
"457","10","Great Florida - Ivan Davies","Great Florida - Ivan Davies","1621 N, Tamiami Trail, Suite 5","Fort Myers","FL","33903","Ivan Davies","ivan.davies@greatflorida.com","2021-11-12 10:07:01","2022-4-8 15:21:28"
"458","1","Synergy Property Restoration","Synergy Property Restoration","15395 Roosevelt Blvd, Suite E","Clearwater","FL","33760","Joey Magnani","joeym@synergycontractinggroup.com","2021-11-12 10:32:49","2022-4-8 15:25:53"
"459","10","Grinter Insurance","Grinter Insurance","110 Athens St Ste E","Tarpon Springs","FL","34689","Zach Grinter","zach@grinterinsurance.com","2021-11-12 10:53:18","2022-4-8 15:21:43"
"460","10","Allstate - Malolli","Allstate - Malolli","1855 Veterans Park Drive suite 301","Naples","FL","34109","Gezim Malolli","gezimmalolli@allstate.com","2021-11-12 10:59:48","2022-4-8 15:16:33"
"461","10","Joyner Family Insurance","Joyner Family Insurance","1500 E. Venice Ave Suite 206","Venice","FL","34292","Mary Ann Fishman","maryann@joynerinsurance.com","2021-11-12 11:12:47","2022-4-8 15:22:27"
"462","10","Harbour Insurance","Harbour Insurance","3401 Tamiami Trail N, suite 210","Naples","FL","34103","Mary Amico","mamico@hrm.us","2021-11-12 11:17:47","2022-4-8 15:21:47"
"463","10","Finly Family Insurance","Finly Family Insurance","675 Tamiami Trail #5","Port Charlotte","FL","33953","Gary or Nancy","gary@finlyinsurance.com","2021-11-12 12:33:29","2022-4-8 15:17:36"
"464","10","innovative insurance","Innovative Insurance","1894 S. Tamiami Trail","Venice","FL","FL","Paula Shock","paufl.comla@innins","2021-11-12 14:13:07","2022-4-8 15:22:01"
"465","10","Allstate - Joe Komaroski","Allstate - Joe Komaroski","3950 South Tamiami Trail","Venice","FL","34293","Joe komaroski","a054305@allstate.com","2021-11-12 14:18:35","2022-4-8 15:16:28"
"466","2","Pharos Excalibur","Pharos Exaclibur",,,,,,,"2021-11-17 15:48:23","2021-11-17 15:48:23"
"467","1","Allied Restoration and Construction","Allied Restoration and Construction","4011 Warehouse Rd","Fort Myers","FL","33916","Greg",,"2021-12-21 14:43:55","2021-12-21 14:55:18"
"468","2","Louisiana Citizens","Louisiana Citizens",,,,,,,"2022-1-11 15:09:02","2022-1-11 15:09:02"
"469","4","Florida Engineering Solutions","Florida Engineering Solutions","P.O. Box 1238","San Antonio","FL","33576","Dustin Hardman","dustin@florida-engineer.com","2022-1-26 13:04:05","2022-1-26 13:04:05"
"470","1","Rapid Response - Cutler Bay","Rapid Response - Cutler Bay","18555 SW 109 Ave.","Cutler Bay","FL","33157",,,"2022-1-26 13:48:31","2022-1-26 13:48:31"
"471","1","FloStop","FloStop","6035 Taylor Rd A107","Punta Gorda","FL","33950","Tammy Strong","tammy@flostop.pro","2022-2-18 15:37:19","2022-4-8 15:17:47"
"472","10","TopLine Insurance","TopLine Insurance","905 SW 14th Ave  Suite 200","Delray Beach","FL","33444","Rob Meis","robm@toplineinsurance.com","2022-2-18 16:02:02","2022-4-8 15:25:57"
"473","1","BluSky Restoration","BluSky Restoration","4554 Eagle Falls Place","Tampa","FL","33619","Eddie Bailey  Ops Manager","Eddie.Bailey@goblusky.com","2022-3-2 19:49:41","2022-4-8 15:17:18"
"474","1","Erickson's Restoration","Erickson's Restoration","12651 Metro Pkwy","Fort Myers","FL","33966","(866) 277-7744","office@ericksonsdrying.com","2022-3-4 10:59:23","2022-4-8 15:17:24"
"475","1","United Water Restoration Group, Inc","United Water Restoration Group, Inc","6120 Lee Ann Ln","Naples","Fl","34109","Tanya Fox, Ben Boldoczki","tanyaf@unitedwaterrestoration.com","2022-3-4 11:14:16","2022-4-8 15:29:03"
"476","1","PuroClean","PuroClean","1971 W. Lumsden Rd   Ste 119","Brandon","FL","33511","Codi Bender","codibender@hotmail.com","2022-3-4 11:50:14","2022-4-8 15:25:20"
"477","1","Restoration 1 of Tampa Bay","Restoration 1 of Tampa Bay","333 N. Falkenburg Rd Ste C-307","Tampa","FL","33619","(813) 774-1998","resto1tb@gmail.com","2022-3-4 13:07:09","2022-4-8 15:25:42"
"478","1","Expert Water Removal","Expert Water Removal","5991 31st st E,","Bradenton","FL","34203","Audrey",,"2022-3-4 13:25:46","2022-4-8 15:17:31"
"479","1","PAUL DAVIS RESTORATION OF PALM BEACH COUNTY","PAUL DAVIS RESTORATION OF PALM BEACH COUNTY","2781 Vista Parkway #K12","West Palm Beach","FL","33411","(917) 574-2349","George.Couto@pauldavis.com","2022-3-7 15:14:46","2022-4-8 15:25:26"
"480","1","Trademark Roofing","Trademark Roofing","1931 NE 1oth Terrace","Cape Coral","FL","33909","Tristan Starbird","tristan@trademarkroofingllc.com","2022-3-11 10:03:28","2022-4-8 15:28:56"
"481","3","Orb Roofing Solutions","Orb Roofing Solutions",,"North Fort Myers","FL",,"Carl Jarvis","cjarvis@orb.solutions","2022-3-11 12:55:46","2022-4-8 15:24:48"
"482","1","Servpro of East Naples","Servpro of East Naples","3557 Plover Ave, Ste 2","Naples","FL","34117","(239) 237-7579","office@servproeastnaples.com","2022-3-11 13:03:29","2022-4-8 15:25:48"
"483","10","Horn Family Insurance","Horn Family Insurance","801 Laurel Oak Dr, Ste 103","Naples","FL","34108","Mike Horn","myagent@mikehorninsurance.com","2022-3-11 13:30:05","2022-4-8 15:21:56"
"484","1","Towers Restoration","Towers Restoration","2574 Dora St","Fort Myers","FL","33901","Agi Gress","info@towersrestorations.com","2022-3-11 13:35:02","2022-4-8 15:28:48"
"485","3","Tactical Roofing Solutions","Tactical Roofing Solutions","441 Del Prado Blvd N unit 10","Cape Coral","FL","33909","Michael Palmieri","michael@tacticalroofing.org","2022-3-11 13:51:59","2022-4-8 15:28:38"
"486","3","Freedom Roofing","Freedom Roofing","1222 Viscaya Pkwy,","Cape Coral","FL","33990","Allen Creecy","allen@freedom","2022-3-11 14:29:17","2022-4-8 15:17:55"
"487","2","Slide Insurance","Slide Ins.","4221 W Boy Scout Blvd., Suite 200","Tampa","FL","33067",,,"2022-3-11 16:21:23","2022-3-11 16:21:23"
"488","1","Aeret Restoration","Aeret Restoration","10981 Harmony Park Dr, Ste2","Bonita Springs","FL","34135","(239) 470-6486","quinn@aeretusa.com","2022-3-14 19:09:20","2022-4-8 15:16:12"
"489","1","Advanced Cleaning / Advanced Restoration","Advanced Cleaning / Advanced Restoration","PO Box 20135","Sarasota","FL","34276-3135","Pauline Klosterman DR Manager    William Lehan Manager","pdklosterman@qualicarecleaning.com","2022-3-14 19:15:56","2022-4-8 15:14:09"
"490","10","Slide Insurance","Slide Insurance","4221 West Boyscout Blvd. Ste 200","Tampa","Fl","33607",,,"2022-3-16 10:20:12","2022-6-30 14:07:21"
"491","1","Ready 5","Ready 5","500 International Pkwy","Lake Mary","Fl","32746",,,"2022-3-16 11:31:25","2022-6-22 09:40:21"
