"id","finance_info"
"5898","11/04/2020 -  (by Cynthia) 
 "
"5899","01/25/2021 -  (by Cynthia) 
01/25/2021 - EMAILED THE ADJSUTER DIRECTLY CATEXAM072@SEIBELS.COM: AUDREY KAUFMAN 803-748-2130 CC DISPATCH (by Cynthia) 
11/04/2020 -  (by Cynthia) 
 "
"5900","11/04/2020 -  (by Cynthia) 
 "
"5902","10/30/2020 -  (by Cynthia) 
 "
"5903","11/05/2020 -  (by Admin) 
 "
"5904","10/30/2020 - CAT FLAT TRIP CHARGE (by Cynthia) 
 "
"5907","11/05/2020 - CAT FLAT RATE (by Cynthia) 
 "
"5908","11/06/2020 - CAT FLAT RATE (by Cynthia) 
 11/06/2020 - CAT FLAT RATE (by Cynthia) 
 "
"5909","01/12/2021 -  (by Cynthia) 
01/12/2021 -  (by Cynthia) 
01/12/2021 - spoke to ashley w/insurance cs advsd adjuster is whitneym@asicorp.org...emailed (by Cynthia) 
11/02/2020 -  (by Cynthia) 
 "
"5910","02/16/2021 - recd emai/xact note stating: Carrier is issuing payment for this tarp invoice today to the insured with Kruger on the draft. Thank you. (by Cynthia) 
02/03/2021 -  (by Cynthia) 
02/03/2021 - SENT LIST TO MBURCH@ASICORP.ORG-LIST HE'S GIVING TO SUPERVISOR TO GET PAYMENTS PROCESSED.. (by Cynthia) 
11/05/2020 -  (by Cynthia) 
 "
"5911","11/01/2020 -  (by Cynthia) 
 "
"5912","01/26/2021 -  (by Cynthia) 
10/30/2020 -  (by Cynthia) 
 "
"5913","10/30/2020 -  (by Cynthia) 
 "
"5914","01/26/2021 -  (by Cynthia) 
01/26/2021 -  (by Cynthia) 
11/01/2020 -  (by Cynthia) 
 "
"5915","01/26/2021 -  (by Cynthia) 
11/01/2020 -  (by Cynthia) 
 "
"5916","01/26/2021 -  (by Cynthia) 
11/01/2020 -  (by Cynthia) 
 "
"5917","10/30/2020 -  (by Cynthia) 
 10/30/2020 -  (by Cynthia) 
 "
"5918","01/26/2021 -  (by Cynthia) 
11/01/2020 -  (by Cynthia) 
 "
"5921","02/16/2021 -  (by Cynthia) 
02/16/2021 - emailed this to the insured: ewhite2@me.com
per note in xact: Reviewed estimate from Alacrity for board up service assigned to Kruger General Services in the amount of $337.50.  Insured has a wind/hail exclusion endorsement and has withdrawn his claim.  Informing vendor to collect board up from the insured as no coverage for claim. (by Cynthia) 
11/04/2020 -  (by Michelle) 
 "
"5922","11/03/2020 -  (by Michelle) 
 11/03/2020 -  (by Michelle) 
 11/03/2020 -  (by Michelle) 
 "
"5923","11/05/2020 -  (by Michelle) 
 "
"5924","12/23/2020 -  (by Cynthia) 
 12/23/2020 - emailed the desk adjuster regina for remaining balance of $449.79 (by Cynthia) 
 11/05/2020 -  (by Michelle) 
 "
"5925","11/05/2020 -  (by Michelle) 
 "
"5926","01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA BHUMPHREY FOR PAYMENT STATUS (by Cynthia) 
11/02/2020 -  (by Cynthia) 
 "
"5930","11/04/2020 -  (by Cynthia) 
 "
"5931","11/01/2020 -  (by Cynthia) 
 "
"5934","01/26/2021 -  (by Cynthia) 
11/01/2020 -  (by Cynthia) 
 "
"5935","02/09/2021 -  (by Cynthia) 
11/06/2020 -  (by Cynthia) 
 11/06/2020 -  (by Cynthia) 
 "
"5938","11/08/2020 -  (by Cynthia) 
 "
"5941","11/04/2020 - CAT FLAT RATE/RESET TRIP CHARGE (by Cynthia) 
 "
"5943","02/09/2021 -  (by Cynthia) 
11/03/2020 -  (by Cynthia) 
 11/02/2020 -  (by Cynthia) 
 "
"5944","11/05/2020 -  (by Cynthia) 
 "
"5947","01/26/2021 -  (by Cynthia) 
11/01/2020 -  (by Cynthia) 
 "
"5949","11/30/2020 -  (by Michelle) 
 10/30/2020 -  (by Cynthia) 
 "
"5950","01/26/2021 -  (by Cynthia) 
10/30/2020 -  (by Cynthia) 
 "
"5951","11/04/2020 -  (by Cynthia) 
 "
"5953","11/03/2020 -  (by Michelle) 
 "
"5957","11/02/2020 - CAT FLAT RATE (by Cynthia) 
 "
"5959","01/26/2021 -  (by Cynthia) 
10/30/2020 -  (by Cynthia) 
 "
"5960","01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA CSHORT FOR PAYMENT STATUS (by Cynthia) 
11/07/2020 -  (by Cynthia) 
 "
"5961","11/03/2020 -  (by Michelle) 
 "
"5962","01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA CSHORT FOR PAYMENT STATUS (by Cynthia) 
11/05/2020 -  (by Michelle) 
 "
"5963","01/26/2021 -  (by Cynthia) 
11/01/2020 -  (by Cynthia) 
 "
"5965","03/24/2021 - per xact note...payment issued to kruger file closed (by Cynthia) 
01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA ETHIBODEAUX FOR PAYMENT STATUS (by Cynthia) 
01/27/2021 -  (by Cynthia) 
11/05/2020 -  (by Michelle) 
 "
"5966","03/30/2021 -  (by Cynthia) 
03/30/2021 - spoke to darrin w/insurance he apologized as he was out for awhile..emailed him our updated w9/all billing info...he's getting this paid today (by Cynthia) 
11/03/2020 -  (by Cynthia) 
 "
"5970","04/06/2021 - EMAILED THE ADJSUTER SHIRLESE MOFFIT AND ADDED NOTE IN ALACNET FOR PAYMENT STATUS.. (by Cynthia) 
04/01/2021 - NO NEW NOTES: RACHAEL ADDED NOTE IN XACT/ALACNET FOR PAYMENT STATUS.. (by Cynthia) 
02/03/2021 - SENT LIST TO MBURCH@ASICORP.ORG-LIST HE'S GIVING TO SUPERVISOR TO GET PAYMENTS PROCESSED.. (by Cynthia) 
01/12/2021 -  (by Cynthia) 
01/12/2021 - spoke to ashley w/insurance cs advsd adjuster is twhiddon@asicorp.org...emailed (by Cynthia) 
11/02/2020 -  (by Cynthia) 
 "
"5972","11/05/2020 -  (by Michelle) 
 "
"5973","01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED CLAIMS FOR PAYMENT STATUS (by Cynthia) 
11/07/2020 -  (by Cynthia) 
 "
"5976","01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED CLAIMS FOR PAYMENT STATUS AS THERE IS NO DA ASSIGNED TO CLAIM (by Cynthia) 
11/05/2020 -  (by Michelle) 
 "
"5977","12/07/2020 - Collection email sent to carrier for payment status. (by Michelle) 
 11/02/2020 -  (by Cynthia) 
 "
"5979","11/03/2020 -  (by Michelle) 
 "
"5980","11/02/2020 -  (by Cynthia) 
 "
"5981","02/16/2021 -  (by Cynthia) 
02/16/2021 -  (by Cynthia) 
02/16/2021 - note in alacnet  from da kimberly: 	Final pmt issued
Alacrity Services, LLC $800.00 BK0141065194 02/11/2021 ISSUED (by Cynthia) 
11/06/2020 -  (by Cynthia) 
 "
"5982","05/14/2021 - Added notes in Xact requesting pymt status (by Ana Silva) 
02/09/2021 -  (by Cynthia) 
11/06/2020 -  (by Cynthia) 
 "
"5985","02/02/2021 -  (by Cynthia) 
02/02/2021 - RECD EMAIL FROM DA ALISON LEWIS ALEWIS@FIELDPROSDIRECT.COM  470-481-6077  844-973-4732 EXT 733 --- Invoice paid . You should receive the payment shortly. (by Cynthia) 
11/03/2020 -  (by Cynthia) 
 "
"5986","01/26/2021 - recd email from da sam advising: I sent a separate email through our system showing payment for the invoice was released today. (by Cynthia) 
01/25/2021 -  (by Cynthia) 
01/25/2021 - emailed the da  sam.shorrosh@midamericacat.com   1-855-472-1220 ext 1023 (by Cynthia) 
11/04/2020 -  (by Michelle) 
 "
"5989","03/16/2022 - DEMAND LETTER SENT VIA DISPUTE.COM..HO HAS 14 DAYS TO PAY OR COURT.. (by Cynthia) 
03/11/2022 - Correction: Interest December 2020 - March 2022, updated invoice $1,294.90 (by Ana Silva) 
03/11/2022 - Added  monthly interest 1.5% to the invoice $1310.76 (by Ana Silva) 
03/07/2022 -  (by Cynthia) 
02/24/2022 - STILL NO RESPONSE FROM THE INSURED....TRY TO FIND LEGAL SERVICE IN LA...WILL BE PURSUING COURT AGAINST INSURED..NOT SURE ABOUT DCMG THOUGH.. (by Cynthia) 
01/26/2022 -  (by Cynthia) 
01/07/2022 - LFT MSG FOR INSURED & EMAILED HIM ADVISING OF CHECK FRAUD AND THIS WILL GO TO SMALL CLAIMS COURT IF NOT PAID IMMEDIATLY... (by Cynthia) 
12/17/2021 -  (by Kyle Bauer) 
06/14/2021 - recd copy of cashed check w/3 signatures-this was cashed back in February...sent a copy to DCMG for confirmation of the signatures... (by Cynthia) 
06/10/2021 - SPOKE TO RYAN W/SF INSURANCE - HE PUT IN A REQUEST TO ACCTG TO SEE IF THE CHECK HAS BEEN CASHED..ADVSD ME IT TAKES 24 HOURS FOR THEM TO RESPOND..WILL CALL BACK FRIDAY. (by Cynthia) 
05/17/2021 - recd email from acctg stating: We have not received payment from the insured on this loss. We will attempt to reach them to advise the tarp payment owed to Kruger was included in their check. 
We will let you know the outcome as it progresses. 

recd email from james advising they will review & get back to us...
emailed acctg & james for payment status (by Cynthia) 
05/03/2021 - emailed for payment status again as accounting advsd they did not receive payment on 3/10/2021
We’ve been advised that the build back was less than deductible, so the build back and tarp were combined to get the claim over the deductible.  A check was made out to the insured, mortgage company and DCMG. (by Cynthia) 
01/28/2021 -  (by Cynthia) 
01/28/2021 - spoke to charlotte w/insurance advsd pymnt issued on a 3 party check (mortgage included) for $1062.55..advsd kayla..she's calling to confirm as they did do add'l work(dcmg side).. (by Cynthia) 
11/03/2020 -  (by Cynthia) 
 "
"5991","11/04/2020 -  (by Cynthia) 
 "
"5992","11/04/2020 -  (by Cynthia) 
 11/04/2020 -  (by Cynthia) 
 "
"5993","11/04/2020 -  (by Cynthia) 
 "
"5995","11/07/2020 -  (by Cynthia) 
 "
"5996","02/09/2021 - recd email from yolanda turner yturner@upcinsurance.com  727-895-7737 x 6629 stating: Payment has been issued $189.36 Check #5145254 (by Cynthia) 
01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA YTURNER FOR PAYMENT STATUS (by Cynthia) 
11/06/2020 -  (by Michelle) 
 "
"5997","11/02/2020 -  (by Cynthia) 
 "
"5998","11/06/2020 -  (by Cynthia) 
 "
"6001","11/02/2020 -  (by Cynthia) 
 "
"6002","11/05/2020 -  (by Cynthia) 
 "
"6003","01/25/2021 -  (by Cynthia) 
01/25/2021 -  (by Cynthia) 
01/25/2021 - recd email from  britni=Payment issued in the amount of $926.86, please allow 5-10 business days to receive.
emailed britni watson  britni.watson@midamericacat.com for payment status.. (by Cynthia) 
01/25/2021 - recd email from  britni=Payment issued in the amount of $926.86, please allow 5-10 business days to receive.
emailed britni watson  britni.watson@midamericacat.com for payment status.. (by Cynthia) 
11/10/2020 -  (by Cynthia) 
 "
"6005","02/03/2021 -  (by Cynthia) 
02/03/2021 - emailed amber.barnard@midamericacat.com for payment (by Cynthia) 
11/07/2020 -  (by Cynthia) 
 "
"6008","02/09/2021 -  (by Cynthia) 
11/02/2020 -  (by Cynthia) 
 "
"6009","01/26/2021 -  (by Cynthia) 
11/01/2020 -  (by Cynthia) 
 "
"6010","05/14/2021 - Added note in Xact requesting pymt status. (by Ana Silva) 
02/09/2021 -  (by Cynthia) 
11/02/2020 -  (by Cynthia) 
 "
"6013","11/08/2020 -  (by Cynthia) 
 "
"6014","02/09/2021 -  (by Cynthia) 
02/09/2021 -  (by Cynthia) 
11/06/2020 -  (by Cynthia) 
 "
"6015","01/26/2021 -  (by Cynthia) 
11/01/2020 -  (by Cynthia) 
 "
"6016","11/06/2020 -  (by Cynthia) 
 "
"6018","11/04/2020 -  (by Michelle) 
 "
"6019","11/07/2020 -  (by Cynthia) 
 "
"6020","11/07/2020 -  (by Cynthia) 
 "
"6021","02/01/2021 - lft msg for insured asking for email address..mailed out letter to both address: po box in louisana... (by Cynthia) 
02/01/2021 - lft msg for insured asking for email address..mailed out letter to both address: po box in louisana... (by Cynthia) 
02/01/2021 - recd notification from dcmg copy of notification advising below deductible..tried emailing to insured..invalid email address.mailing out letter.. (by Cynthia) 
01/28/2021 -  (by Cynthia) 
01/28/2021 - spoke to charlotte w/insurance advsd this falls under the deductible of $2084.00 - letter sent out to dcmg 01/28-spoke to kayla, she advsd that once they receive the notification they'll send to us to contact the insured for payment..swarren0767@att.net (by Cynthia) 
11/06/2020 -  (by Cynthia) 
 "
"6022","01/08/2021 -  (by Cynthia) 
01/08/2021 -  (by Cynthia) 
01/08/2021 - recd call from kristy w/insurance wanting to clarify that we did install the tarp..she's sending out payment to the coconut creek address.. (by Cynthia) 
11/20/2020 - ADJUSTER CALLED REQUESTING THIS TO BE BILLED.. (by Cynthia) 
 "
"6023","01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA RUNDERWOOD FOR PAYMENT STATUS (by Cynthia) 
11/07/2020 -  (by Cynthia) 
 "
"6025","02/01/2021 - recd email from da bobbi adams: A check was mailed today totaling $3222.72 to your place of business. (by Cynthia) 
01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA BOADAMS FOR PAYMENT STATUS (by Cynthia) 
11/07/2020 -  (by Cynthia) 
 "
"6026","01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA KSEMIEN FOR PAYMENT STATUS (by Cynthia) 
11/07/2020 -  (by Cynthia) 
 "
"6027","11/07/2020 -  (by Cynthia) 
 "
"6031","11/03/2020 -  (by Cynthia) 
 "
"6032","06/01/2021 -  (by Cynthia) 
06/01/2021 - recd cc email to the insured from mike w/state farm explaning that the tarp payment was included in the intial ck of $16,439.32 on 11/8/2020. spoke to the insured, he's sending payment out today to our po box (by Cynthia) 
05/17/2021 - spoke to the desk adjuster mike--he advsd he wants to review the file/get everything together as per the documents a ck for $16,439 was issued w/our invoice amnt of $3941.52 included & detailed on the estimate to the insured on 12/15=cashed on 12/17=mike will send me the detail in 24-48hrs and advsd the insured..once recvd will contact the insured-if needed send demand letter. (by Cynthia) 
05/17/2021 - the insured states he only recd 1 large check from state farm and used these funds to fix the roof etc.. per the adjstr mike-2 checks were sent to the insured..(1) $4090.00 in November for our tarp invoice..(1) for larger amount  12/15-cashed on 12/17...insured advsd the da Mike did contact him advising of the funds to the tarp invoice..insured advsd mike he did not receive that ck--mike advsd he's going to look through his notes and call back..we have not recd any correspondence from mike regarding proof of payment to the insured (by Cynthia) 
03/10/2021 - No checks received from insurance company by insured. (by Rachel) 
11/06/2020 -  (by Admin) 
 "
"6033","01/18/2021 -  (by Cynthia) 
01/18/2021 - recd call from adjuster payment was processed today to the coral springs address.. (by Cynthia) 
01/18/2021 - recd call from adjuster payment was processed today to the coral springs address.. (by Cynthia) 
11/02/2020 -  (by Cynthia) 
 "
"6034","01/26/2021 -  (by Cynthia) 
11/03/2020 -  (by Michelle) 
 "
"6035","11/01/2020 -  (by Cynthia) 
 "
"6036","02/17/2021 - recd note from ben advising this is under the policy limits..emailed insured for payment (by Cynthia) 
02/17/2021 - emailed spreasheet to bill w/alacirty head of the allstate claims for help w/payment 
recd note in xact from wayne referring us to jason hall..emailed him for payment status.. (by Cynthia) 
02/16/2021 -  (by Cynthia) 
02/16/2021 - added note in xact/alacnet for payment status.. (by Cynthia) 
11/02/2020 -  (by Cynthia) 
 "
"6037","11/02/2020 -  (by Cynthia) 
 "
"6038","11/02/2020 -  (by Cynthia) 
 "
"6039","11/03/2020 -  (by Cynthia) 
 "
"6041","03/11/2021 - NO UPDATED NOTES IN ALACNET
EMAILED & MAILED OUT DEMAND LETTER FOR PAYMENT BY 3/21/2021 OR COURTS (by Cynthia) 
02/17/2021 -  (by Cynthia) 
02/17/2021 - emailed invoice to insured for payment..
emailed spreadsheet to ben w/alacrity-all state
per notes in Xact: Per review of the claim, insured withdrew. Therefore, vendor will need to collect  from the insured for program services as deductible has not been reconciled. (by Cynthia) 
11/04/2020 -  (by Cynthia) 
 "
"6042","02/02/2021 - RECD EMAIL FROM REUBEN STATING: I received your invoice, I will have the check processed within 48 hours. (by Cynthia) 
02/01/2021 -  (by Cynthia) 
02/01/2021 - recd email from da reuben simmonds stating: Processed to Payee: Kruger General Services - P O Box 970201 - Coconut Creek, FL. 33097. (by Cynthia) 
11/06/2020 -  (by Michelle) 
 "
"6043","02/03/2021 -  (by Cynthia) 
02/03/2021 - emailed ehenwood@fieldprosdirect.com for payment (by Cynthia) 
11/07/2020 -  (by Cynthia) 
 "
"6044","11/02/2020 -  (by Cynthia) 
 "
"6045","11/08/2020 -  (by Cynthia) 
 "
"6046","02/03/2021 -  (by Cynthia) 
02/03/2021 - emailed sgray@fieldprosdirect.com for payment (by Cynthia) 
11/10/2020 -  (by Cynthia) 
 "
"6047","03/22/2021 -  (by Cynthia) 
03/22/2021 -  (by Cynthia) 
03/22/2021 - PER CAROL BROOKS ADJUSTER W/ALLSTATE SHE IS ISSUING PAYMENT TODAY TO ALACRITY (by Cynthia) 
03/11/2021 - NTO PROCESSED 3/11/2021--MAILED OUT DEMAND LETTER PAYMENT DUE BY 3/21/2021 OR COURTS
ALACNET NOTES: FROM KRUGER:	Thank you for reaching out to the insured. We installed this tarp on the roof November 6, 2020. If you look at the photos, you can see that it was covered properly and sufficiently. No excessive tarping. If there were additional areas where it started leaking when it rained again, the insured did not make any attempt to make contact with us or Allstate to report there was additional leaking. We only covered the areas that had physical damaged (missing shingle and exposed decking). We could not justify additional tarping for 2 reasons. 1) no interior damage per the insured, 2) or additional damage area(s) on roof that we could justify additional tarping. The insured would not let the technicians inside as they stated they did not have any interior damage at the time, but they wanted it covered as a preventive measure. Please remember several storm impacted that area, so the tarp could have shifted causing water damage after excessive amounts of rain.
	 	 	The insured's email address is tharold88@gmail.com. The insured was notified on 02/17/21(IA spoke with the son Mr. Turner. Please see note below. Have you spoken with the insured since this note?
Called and spoke with the insured son Mr. Turner to inform him that he needs to pay the invoice for the emergency tarping and he claims the vendor did not install the tarp correct because water was still coming in to the home.
Jewel Gates GHRN IT (by Cynthia) 
02/22/2021 - recd cc email from ben w/alacrity stating: It’s important to note this assignment is from 4 months ago when the tarp was installed in early November. This is a temp repair until the insured can make permanent repairs. The tarp is not meant to be permanent and last for several months as other weather events have occurred since November in the area. Sounds like the insured has never had permanent repairs made based on Carol’s communication with the insured yesterday and the tarp is still on the home. (by Cynthia) 
02/22/2021 - recd email back from allstate reviewer: nccmobileghrn@allstate.com:  Your information has been received and forward to the claim owner Carol Brooks (by Cynthia) 
02/22/2021 - emailed da/alanet mgr advising have not hear anything from insured..next step is small claims court..requested allstate to make payment. (by Cynthia) 
11/11/2020 -  (by Cynthia) 
 "
"6048","11/03/2020 -  (by Michelle) 
 "
"6049","11/02/2020 -  (by Cynthia) 
 "
"6051","04/01/2021 - 4/1 - RECD PARTIAL PAYMENT OF $20.00 VIA MONEY ORDER #0360146978 065000090  43591 (by Cynthia) 
03/29/2021 - RECD CALL FROM INSURED ADVISING SHE CAN ONLY PAY $20/MONTH NO ACCESS TO EMAIL SHE'S A GREAT GRANDMOTHER ON FINANCIAL BUDGET...ADVISING ALLSTATE THIS INFO.. (by Cynthia) 
03/11/2021 - MAILED OUT DEMAND LETTER ADVISING PAYMENT DUE BY 3/21/2021 OR COURTS
NO UPDATED ALACNET NOTES (by Cynthia) 
02/17/2021 -  (by Cynthia) 
02/17/2021 - emailed spreadsheet to bill w/alacrity head of claims for allstate for payment assistance..
per xact/alacnet note: Partial deductible was taken by adjuster in original estimate that was under insured policy deductible. Deductible still owing is over this vendors estimate.  Vendor to bill insured for full amount of $189.00 for board up.   (by Cynthia) 
11/03/2020 -  (by Augusto) 
 11/02/2020 -  (by Cynthia) 
 "
"6052","02/03/2021 - recd email from da mike kelley stating: I processed check today per your invoice. Please allow 7 to 10 days. (by Cynthia) 
02/01/2021 -  (by Cynthia) 
02/01/2021 - RECD CALL FROM EVELYN ADVISING PAYMENT ISSUED DIRECTLY TO US.. (by Cynthia) 
11/05/2020 -  (by Michelle) 
 "
"6053","02/03/2021 -  (by Cynthia) 
02/03/2021 - emailed annette.odine@midamericacat.com for payment..recd rtrn invalid email address...emailed amber.barnard@midamericacat.com..no response..check xact for an email address: tommy.trin@midamericacat.com (by Cynthia) 
11/07/2020 -  (by Cynthia) 
 "
"6054","02/03/2021 -  (by Cynthia) 
02/03/2021 - SENT LIST TO MBURCH@ASICORP.ORG-LIST HE'S GIVING TO SUPERVISOR TO GET PAYMENTS PROCESSED.. (by Cynthia) 
11/06/2020 -  (by Michelle) 
 "
"6055","01/12/2021 -  (by Cynthia) 
01/12/2021 - spoke to ashley w/insurance cs advsd adjuster is shunter@asicorp.org...emailed (by Cynthia) 
11/03/2020 -  (by Cynthia) 
 11/03/2020 -  (by Cynthia) 
 "
"6056","06/09/2021 - recd email from adjuster w/copy of replacement draft/check sent out 6/9 to Coral Springs again..emailed her asking if it can be sent to po box (by Cynthia) 
05/12/2021 - called the adjuster patricia dillion advising we have not recd the payment...she advsd me to email her this info & send over the updated w9...she request a status on the check and request a new payment pdillion@filedprosdirect.com   470-481-6180
2/3 recd email from pdillion w/copy of payment letter issued to us - coral springs office. (by Cynthia) 
02/03/2021 -  (by Cynthia) 
02/03/2021 - emailed cfoster@fieldprosdirect.com for payment (by Cynthia) 
11/07/2020 -  (by Cynthia) 
 "
"6057","01/26/2021 -  (by Cynthia) 
11/01/2020 -  (by Cynthia) 
 "
"6060","11/01/2020 -  (by Cynthia) 
 "
"6062","01/26/2021 -  (by Cynthia) 
11/01/2020 -  (by Cynthia) 
 "
"6064","11/16/2020 -  (by Cynthia) 
 "
"6065","02/01/2021 - recd email from tonya (recd incorrect spelling of her last name)...Tonya Easley <teasley@fieldprosdirect.com> stating: I reviewed the Tarp invoice and processed a payment. (by Cynthia) 
01/25/2021 -  (by Cynthia) 
01/25/2021 - recd email for da...tonya easely  teasely@fieldprosdirect.com..returned no longer active..emailed the supervisor  sgray@fieldprosdirect.com (by Cynthia) 
11/07/2020 -  (by Cynthia) 
 "
"6066","01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA R PERRY FOR PAYMENT STATUS (by Cynthia) 
11/05/2020 -  (by Michelle) 
 "
"6067","11/06/2020 - CAT FLAT RATE/TRIP CHARGE FOR RESET (by Cynthia) 
 "
"6070","01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA RKOMANETSKY FOR PAYMENT STATUS (by Cynthia) 
11/04/2020 -  (by Michelle) 
 "
"6073","01/25/2021 - RECD FROM ALACRITY/NEXXUS..ADDED NOTE IN ALACNET TO KIMBERELY MARINE & BROOK.. MAILED DIRECTLY TO KAREN HORM-KIMBERLIN PCCATEXAM001@SEIBELS.COM/KIMBERELY W/NEXXUS KAREN 803-748-2344 (by Cynthia) 
11/06/2020 -  (by Cynthia) 
 "
"6076","11/02/2020 -  (by Cynthia) 
 "
"6077","01/28/2021 -  (by Cynthia) 
01/28/2021 - spoke to charlotte w/insurance advsd pymnt issued to dcmg 01/27/2020 - advsd kayla (by Cynthia) 
11/03/2020 -  (by Cynthia) 
 "
"6078","11/01/2020 -  (by Cynthia) 
 "
"6079","11/03/2020 -  (by Cynthia) 
 "
"6080","02/03/2021 -  (by Cynthia) 
02/03/2021 - SENT LIST TO MBURCH@ASICORP.ORG-LIST HE'S GIVING TO SUPERVISOR TO GET PAYMENTS PROCESSED.. (by Cynthia) 
11/10/2020 -  (by Cynthia) 
 "
"6081","11/06/2020 -  (by Cynthia) 
 "
"6083","08/17/2021 -  (by Cynthia) 
08/17/2021 - Just spoke with Centauri Insurance and they advised that they issued payment in full to Alacrity on Aug. 12, 2021. The check number is 0000880220. Please keep and eye out for this check.  Thx. (by Michelle) 
08/12/2021 - recd more rr from ida w/alacrity acctg as she's left messages for the supervisor brantely ext 2932, i couldn't find the name in alacnet & called centauri to escalate spoke to kaylin and she advs is't jonathon brantley..she sent him a message that i called & i tagged him in a note in alacent.. (by Cynthia) 
06/15/2021 - recd rr alacnet email from ida w/alacrity accounting stating: Recieved a call form Lou Skinner she is submitting for payment to Alacrity today. (by Cynthia) 
06/14/2021 - spoke to patricia w/customer service advsd that the previous adjuster tamika is no longer there...claim was closed on 12/8/2020--she advsd the supervisor is jonathan browning....lft msg & emailed linda for assistance on getting payment (by Cynthia) 
05/11/2021 -  (by Cynthia) 
05/11/2021 - note in alacnet from alacrity acctg to adjuster stating: Good afternoon Tamiko,
This Board Up assignment (invoice can be found under the documents tab in Xact) was approved on 11/3/20 in the amount of $2,454.80 but we have not received the funds yet. Will you please let us know what the payment status is? (by Cynthia) 
05/04/2021 - emailed brook, adjuster w/centauri & acct @alacrity..cc linda & michelle for payment (by Cynthia) 
02/23/2021 - added note in alacnet to lauren for payment status (by Cynthia) 
01/21/2021 - spoke to alba w/centauri customer service confirmed the adjuster for this claim is tamiko..advsd this claim is closed but could not disclose the date because we are listed...she gave me the supervisors email for stacy chapman catexam125@seibels.com..803-748-2463--lft her a message and emailed her cc michelle & brook w/nexxus for payment status.. (by Cynthia) 
01/21/2021 -  (by Cynthia) 
01/21/2021 - emailed the adjuster tamiko catexam032@seibels.com 803-748-2007 w/invoice for payment status.. (by Cynthia) 
11/02/2020 -  (by Cynthia) 
 "
"6084","11/03/2020 -  (by Cynthia) 
 "
"6086","11/03/2020 -  (by Cynthia) 
 "
"6087","11/03/2020 -  (by Cynthia) 
 "
"6089","11/05/2020 -  (by Cynthia) 
 "
"6091","11/10/2020 -  (by Cynthia) 
 "
"6092","11/04/2020 -  (by Cynthia) 
 "
"6094","11/02/2020 -  (by Cynthia) 
 "
"6096","11/08/2020 -  (by Cynthia) 
 "
"6097","11/04/2020 - CAT FLAT RATE FOR TRIP/RESET CHARGE (by Cynthia) 
 "
"6098","02/03/2021 -  (by Cynthia) 
02/03/2021 - SENT LIST TO MBURCH@ASICORP.ORG-LIST HE'S GIVING TO SUPERVISOR TO GET PAYMENTS PROCESSED.. (by Cynthia) 
11/04/2020 -  (by Cynthia) 
 11/04/2020 -  (by Cynthia) 
 "
"6099","12/10/2020 - NTO PROCESSED (by Cynthia) 
 12/09/2020 - spoke to donna she advsd that there was more damage and she submitted the invoice to the insurance company as based on all the other damage it may be above her deductible..requested to do a lien to secure payment sill have time to do an NTO by 12/17---LAST DAY TO LIEN 1/31 (by Cynthia) 
 12/04/2020 - l/m for donna.  Sent invoice to church. (by Michelle) 
 11/03/2020 - under deductible..bill directly to church.. lft msg for donna. called sylvia gulley 802-7531358 lft msg and emailed her for donna's email (by Cynthia) 
 11/02/2020 - ALACRITY ONLY (by Cynthia) 
 "
"6100","11/03/2020 -  (by Cynthia) 
 "
"6102","02/12/2021 - recd emailed from da robert:  
Apologize for the delay but the payment has been requested, please allow 10 business days for receipt. (by Cynthia) 
02/03/2021 -  (by Cynthia) 
02/03/2021 - lft msg for insured..emailed robert w/asi & cc linda..requesting payment (by Cynthia) 
01/13/2021 - recd email from new adjuster robert advising to collect from insured as its under the deductible..sent email back to him cc linda advising not enough time as would need to lien if insured does not pay///adjuster emailed back advising if they don't pay, he'll try to get it authorized for payment as the previous adjuster dropped the ball on our invoice..emailed robert asking why the previous invoice was paid and that amount was much lower than this current invoice amoutn... (by Cynthia) 
01/12/2021 -  (by Cynthia) 
01/12/2021 -  (by Cynthia) 
01/12/2021 - spoke to ashley w/insurance cs advsd adjuster is rhamel@asicorp.org...emailed (by Cynthia) 
11/03/2020 -  (by Cynthia) 
 "
"6103","01/26/2021 -  (by Cynthia) 
11/01/2020 -  (by Cynthia) 
 "
"6104","01/26/2021 -  (by Cynthia) 
11/01/2020 -  (by Cynthia) 
 "
"6105","11/04/2020 -  (by Cynthia) 
 "
"6106","11/03/2020 -  (by Michelle) 
 "
"6107","11/05/2020 -  (by Cynthia) 
 "
