"id","claim_number"
"8174","46995"
"8175","01000047837"
"8176","28385"
"8177","42971"
"8178","220342"
"8179","HO0521365678"
"8180",
"8183","924928-211013-085702"
"8184","120100043967"
"8185","HO0521365756"
"8186","3300377149"
"8187","3300378702"
"8188","47002"
"8189","clm00571509"
"8190","01000047441"
"8191","120100043934"
"8192","925027-211001-112101"
"8193","HO0521365783"
"8194","3300360093"
"8196","DF0521365784"
"8197","CLM00571525"
"8198","47010"
"8199","42971"
"8200","H58828"
"8201","220407"
"8203","3300378718"
"8204","220434"
"8205","220420"
"8206",
"8209","220437"
"8210","42984"
"8211","3300378734"
"8212","3300378761"
"8213","3300378315"
"8214","CMD-00115335"
"8215","LN00128835"
"8216","21FL00116295"
"8217","01000047882"
"8218","47014"
"8219","CHO-00115320"
"8220","22198300"
"8221","120100043971"
"8222","HO0521365827"
"8223","220459"
"8224","120100043678"
"8225","21FL00116293"
"8226","0632352571"
"8227","CHO-00115292"
"8228","HO0521365845"
"8229","550100035117"
"8230","925385-211013-064501"
"8231","21FL00116350"
"8232","550100035118"
"8233","220415"
"8234","220445"
"8235","220466"
"8236","220481"
"8237","42981"
"8238","H58170"
"8239","221998"
"8240","CHO-00115344"
"8241","HO-0002370"
"8242","3300377124"
"8243","925122-211013-093300"
"8244","3300378717"
"8245","21FL00116388"
"8246","H58943"
"8247","CDP-00115221"
"8248","CHO-00115331"
"8249","CDP-00115312"
"8250","220434"
"8251","46885"
"8252","DF0521365899"
"8253","01000047932"
"8254","3300378853"
"8255","FPI221905"
"8256","HO0521357384"
"8257","CLM00571525"
"8258","220502"
"8259","12-3003406-21"
"8261","220463"
"8262","CHO-00115422"
"8263","220499"
"8264","220444"
"8265","3300378796"
"8266","3300378728"
"8267","220532"
"8269","46617"
"8270","550100035115"
"8271","220516"
"8272","220477"
"8273","925937-211001-061403"
"8274","HO0521365678"
"8275","CHO-00115402"
"8276",
"8277","690100052799"
"8278","CDP-00115453"
"8279","690100052783"
"8280","690100052786"
"8281","HO0521360107"
"8283","CHO-00115043"
"8284","HO0521365426"
"8285","CHO-00115277"
"8286","3300378546"
"8287","DF0521365921"
"8288","220545"
"8289","3300377980"
"8290","42783"
"8291","220520"
"8292","220548"
"8293","01000047998"
"8294","EDI944547"
"8295","220552"
"8296","220499"
"8297","18648"
"8298","926308-211001-030800"
"8299","3300374221"
"8300","220532"
"8302","CHO-00115331"
"8303","0632497219"
"8304","21FL00116293"
"8305","CHO-00115445"
"8306","CHO-00115371"
"8307","CHO-00115383"
"8308","CHO-00115410"
"8309","CHO-00115474"
"8310",
"8311","220532"
"8312","01000047752"
"8313","550100035118"
"8314","550100035117"
"8315","220477"
"8316","22032138-SYS"
"8317","3300379062"
"8318","3300379078"
"8320","EDI-944568"
"8321","FPI-222035"
"8323","5921S563V"
"8324","5921S563V"
"8325","CDP-00114964"
"8326","SWYCBH021181"
"8327","3300379006"
"8328","HO0521365750"
"8329","3300379116"
"8330","21FL00116851"
"8331","H59260"
"8332","3300379145"
"8333","47014"
"8334","120100043966"
"8335","CHO-00115405"
"8336","CHO-00115434"
"8337","SOIH4942910-01-0001"
"8338","944581"
"8339","690100052832"
"8340","42987"
"8341","220599"
"8343","220620"
"8344","21FL00116996"
"8345","3300379214"
"8347","3300360093"
"8348","HO0521366178"
"8349","5921S563V"
"8350","47010"
"8351","3300379235"
"8352","220463"
"8353","CDP-00115564"
"8354","CHO-00115624"
"8355",
"8356","220649"
"8357","3300378763"
"8358","HO0521366218"
"8359","47074"
"8360","HO0521366234"
"8361","944581"
"8362","CDP-00115453"
"8363","220737"
"8364","3300378853"
"8365","120100044002"
"8366",
"8367","3300379339"
"8368","550100035095"
"8369","01000047752"
"8370","FPI222050"
"8371","CDP-00115564"
"8372",
"8373","HO0521363160"
"8374","550100035115"
"8375",
"8376","220599"
"8377","21LA00110591"
"8378","3300379387"
"8379","01000047837"
"8380","220545"
"8381","690100052887"
"8382",
"8383","220445"
"8384","HO0521364504"
"8385","3300379186"
"8386","220186"
"8387","3300377345"
"8388",
"8389","220489"
"8390","015479059-012"
"8391","EDI-944512"
"8392","HP214710"
"8393","929505-211013-023901"
"8394","HO0521366218"
"8395","220477"
"8396",
"8397","CHO-00115438"
"8398","3300377084"
"8399",
"8400","220620"
"8401",
"8402","220866"
"8403","47102"
"8404",
"8405","43075"
"8406","3300379145"
"8407","3300362834"
"8408","CHO-00115785"
"8409",
"8410","3300377026"
"8411","27992 219903"
"8412","CLM00572154"
"8413","3300379116"
"8414",
"8415","47122"
"8416","690100052832"
"8417","221017"
"8418","220548"
"8419","DF0521365899"
"8420",
"8421",
"8422","220548"
"8423","2021072001103809"
"8424","CHO21006850"
"8425","47122"
"8426","47122"
"8427","01000047770"
"8428",
"8429","HO0521366628"
"8430","3300379812"
"8431","3300378702"
"8432","3300379415"
"8433","47033"
"8434","220866"
"8435","220972"
"8436","47074"
"8437","21FL00117915"
"8438","HO0521366675"
"8439",
"8440","690100052618"
"8441","47136"
"8442","3300379866"
"8443","0632358965"
"8444","3300379395"
"8445","CHO-00115918"
"8447",
"8448","3300378717"
"8449","HO0521366430"
"8450","42971"
"8451","01000048349"
"8452","015479059-012"
"8453","CMH-00115411"
"8454","WUFL21060006"
"8455",
"8456","EDI944287"
"8457","550100032779"
"8458","3300377948"
"8459",
"8460","H60096"
"8461","47149"
"8462","60004130253"
"8463","3300380077"
"8464","42989"
"8465","3300377700"
"8466","HO0521365425"
"8467","0632497219"
"8468","3300380100"
"8469","CHO115161"
"8470","HO0521366885"
"8471","220437"
"8472","CHO21006850"
"8473","47136"
"8474","3300379448"
"8475",
"8476","CHO-00115492"
"8477",
"8478",
"8479","3300379186"
"8480","3300379078"
"8481",
"8482",
"8483","CHO-00116039"
"8484","933391-211001-084205"
"8485","FPI-222215"
"8486",
"8487",
"8489","40656"
"8490","60004132343"
"8491","21FL00118419"
"8492",
"8493","690100052799"
"8495","3300380283"
"8496","933771-211013-034300"
"8497","3300380286"
"8498","0633521323"
"8499","220483"
"8500","3300377508"
"8501","3300379146"
"8502","3300380355"
"8503","3300380306"
"8504","3300380342"
"8505","21FLHOV0000062_20463883"
"8506","3300380286"
"8507","3300377947"
"8508","690100053005"
"8509","HO0521366885"
"8510","3300380410"
"8511","3300380385"
"8512",
"8513","3300378763"
"8514","222253"
"8515","EDI944657"
"8516","CHO-00116160"
"8517",
"8518","46886"
"8519",
"8520",
"8521","3300377700"
"8522","CHO-00115370"
"8523","CHO-00115461"
"8524","01000048139"
"8525","3300380576"
"8526","CLM00572686"
"8527","CLM00572776"
"8528","H59260"
"8529","47192"
"8530","CHO115715"
"8531","3300379078"
"8532","Company: Safepoint Insurance Company Claim Number: 43093 Date of Loss: 7/30/2021 Type of Loss: Hurricane Elsa Claim Job Type: EMS BoardTarp Description of Loss: Damage to the rear flat bitume"
"8533","220437"
"8534","3300379859"
"8535","550100035131"
"8536","690100053086"
"8537","FPI222271"
"8538","HO0521367349"
"8539","46869"
"8540","HP202938"
"8541","221452"
"8542","HO0521367391"
"8543",
"8544",
"8545","3300380693"
"8546","3300372169"
"8547","22045612-SYS"
"8548","SWYCBHO21658"
"8549","221519"
"8550","43188"
"8551","CLM00570551"
"8552",
"8553","01000047837"
"8554","01000047770"
"8555","CHO-00116232"
"8556","3300380286"
"8557","H60638"
"8558","3300380801"
"8559","jesnauman@yahoo.com"
"8560","jesnauman@yahoo.com"
"8561","CHO-00116352"
"8562","CHO115975"
"8563","140100037616"
"8564",
"8565","3300380511"
"8566","3300380825"
"8567","3300380831"
"8568","01000041404"
"8569","220420"
"8570","3300380342"
"8571","5918L591H"
"8572","47254"
"8573","CHO-00116372"
"8574","3300380478"
"8575","CHO-00116295"
"8576","3300380306"
"8577","3300360093"
"8578",
"8579","221667"
"8580","H61955"
"8581","CHO-00115785"
"8582","JOB NUMBER// 19295"
"8583","934788-211013-035901"
"8584","CFL21575644"
"8585","CHO-00116428"
"8586","HO0521367391"
"8587","3300378504"
"8588","3300380956"
"8589","3300380831"
"8590","PP0019149856"
"8591","EDI-944776"
"8592","3300380983"
"8593","HO0521367684"
"8594","43188"
"8595","FPI-222346"
"8596","3300380998"
"8597",
"8598","CHO-00116454"
"8599","28385"
"8600","01000048798"
"8601","HO0521367701"
"8602","3300381018"
"8603","H53292"
"8604","221727"
"8605","220421"
"8606","H61944"
"8607","221701"
"8608","01000048575"
"8609","221753"
"8610","120100044129"
"8611",
"8612","140100037616"
"8613","CLM00558379"
"8614",
"8615","21FL00119523"
"8616","3300381081"
"8617","21FL00119413"
"8618","21FL00119642"
"8619","221106"
"8620","CHO-00115838"
"8621","FL202100000193"
"8622","690100053082"
"8623","42252"
"8624","H61974"
"8625",
"8626","690100052656"
"8627","3300379006"
"8628","21FL00119413"
"8629","3300380998"
"8630","3300377700"
"8631","3300377700"
"8632",
"8633","3300379078"
"8634",
"8635",
"8636","22049411-SYS"
"8637",
"8638",
"8639",
"8640","HO0521365890"
"8641",
"8642","21FL00119642"
"8643","690100053174"
"8644",
"8645","938838-211013-101900"
"8646","HO0521363160"
"8647","GM21200640"
"8648","221655"
"8649","3300381213"
"8650","3300378241"
"8651",
"8652",
"8653",
"8654",
"8655",
"8656","HO0521366628"
"8657","HO052136458"
"8658","220437"
"8659","CHO-00116599"
"8660","3300381254"
"8661","3300380956"
"8662","H61978"
"8663","21-00624 ESRV"
"8664","3300380976"
"8665","CHO-00116457"
"8666","01000048843"
"8667","CHO-00116645"
"8668","01000048843"
"8670","3300381304"
"8671","3300377311"
"8672","3300381304"
"8673","3300381335"
"8674","CLM00571664"
"8675",
"8676",
"8677","220469"
"8678",
"8679","3300381150"
"8680","CNC21016770"
"8681","3300380801"
"8682","CLM00573397"
"8683","550100035328"
"8684","01000048892"
"8685","939919-211013-115700"
"8686","CNC21016770"
"8687",
"8688","1"
"8689","CLM00572554"
"8690","47102"
"8691","CHO-00115785"
"8692","1"
"8693","1"
"8694","3300381018"
"8695","CDP-00116038"
"8696","221452"
"8697","47122"
"8698","12345"
"8699",
"8700","43140"
"8702","3300381453"
"8703","12345"
"8704","CHO-00116599"
"8705","CLM00571664"
"8706","01000048843"
"8707","3300381484"
"8708","H62126"
"8709","3300381491"
"8710","CDP-00116596"
"8711","46885"
"8712",
"8713","939919-211013-115700"
"8714","3300381521"
"8715","CDP-00116596"
"8716","HO0121368135"
"8717","3300381517"
"8718","3300379078"
"8719",
"8720","222445"
"8721","CHO116077"
"8722","WUFL21070014"
"8723","CDP-00113777"
"8724","47259"
"8725","HO0521367391"
"8726","004476652-039"
"8727","690100053257"
"8728",
"8729","913466"
"8730",
"8731",
"8733","3300359711"
"8735","3300381561"
"8736","3300381567"
"8737","3300380342"
"8738",
"8739",
"8740","CMH-00116444"
"8741","47339"
"8742",
"8743","2021005306"
"8744","3300381595"
"8745",
"8746",
"8747","22053884-SYS"
"8748","690100051498"
"8749","HO0521368256"
"8750","Company: Safepoint Insurance Company Claim Number: 43093 Date of Loss: 7/30/2021 Type of Loss: Hurricane Elsa Claim Job Type: EMS BoardTarp Description of Loss: Damage to the rear flat bitume"
"8751",
"8752","21FL00120454"
"8753","EDI-944442"
"8754","222082"
"8755","3300381616"
"8756","CLM00573677"
"8758","3300381712"
"8759","3300381720"
"8760","EDI944892"
"8761",
"8762","GM21200640"
"8763","HO0521368330"
"8764",
"8765","3300381730"
"8766","21FL00119603"
"8767","21FL00120594"
"8768","3300381453"
"8769","942665-211013-120304"
"8770","01000049162"
"8771","01000049153"
"8772","3300381735"
"8773","942757-211013-013302"
"8774","HO0521365960"
"8775","3300381813"
"8776","21FL00119523"
"8777","3300381521"
"8778","01000049168"
"8779",
"8780","ST21206298"
"8781","942832-211013-030100"
"8782","01000049139"
"8784","222224"
"8785","222164"
"8786","CLM00573583"
"8787","222154"
"8788",
"8789","WUFL21070014"
"8790","47339"
"8791","222235"
"8792","550100035220"
"8793","222225"
"8794","222225"
"8795","222281"
"8796","222235"
"8797","3300380100"
"8798","690100051498"
"8799","222082"
"8800",
"8801","3300381595"
"8802",
"8803","ST21206298"
"8804",
"8805","CLM00572154"
"8806",
"8807","H63122"
"8808",
"8809","222225"
"8810","3300378241"
"8811","222164"
"8812","222329"
"8813","21FL00120908"
"8814",
"8815","222257"
"8816","01000049139"
"8817","FPI222517"
"8818","HO0521368601"
"8819","3300381809"
"8820","25537"
"8821","FL202100000242"
"8822","FL202100000242"
"8823","690100053327"
"8824",
"8825",
"8826","HCI913647"
"8827","222375"
"8828","01003775527"
"8829","3300382131"
"8830","3300382134"
"8831","47419"
"8832","HO0521368715"
"8833","222375"
"8834","CLM00574048"
"8835","HO0521368738"
"8836","FPI222467"
"8837",
"8838","CDP-00116716"
"8839","21FL00121269"
"8840","HO0521368775"
"8841","3300382263"
"8842","3300380825"
"8843","CLM00570688"
"8844","222293"
"8845","938838-211013-101900"
"8846","3300382131"
"8847","CHO-00115861"
"8848","H63820"
"8849","12345"
"8850","HO0521368821"
"8851","2102FL24004709"
"8852",
"8853","47450"
"8854","222375"
"8855","0638410950"
"8856","HO0520340608"
"8857","3300378356"
"8858","CLM00571046"
"8859",
"8860",
"8861","3300379006"
"8862","Company: Safepoint Insurance Company Claim Number: 43093 Date of Loss: 7/30/2021 Type of Loss: Hurricane Elsa Claim Job Type: EMS BoardTarp Description of Loss: Damage to the rear flat bitume"
"8863","222104"
"8864","3300382416"
"8865","3300381517"
"8866","clm00572587"
"8867","3300382439"
"8868","222599"
"8869","3300382450"
"8870","002487770-022"
"8871","H63793"
"8872","HO0521368764"
"8873","3300360093"
"8874","944955"
"8875","550100035371"
"8876","222588"
"8877","HO0521368963"
"8878","3300382492"
"8879","3300382308"
"8880","3300382517"
"8881",
"8882","222532"
"8884","944955"
"8885",
"8886",
"8887","21FL00121697"
"8888","FL210131154"
"8889","3300382568"
"8890","HO0521368048"
"8891","H48033"
"8892","SWYCBHO22183"
"8893","947353-211940-032400"
"8894","947394-211940-052100"
"8895","947403-211940-053602"
"8896","WO0521369150"
"8897","947408-211940-054800"
"8898","947412-211940-055800"
"8899","947449-211940-072500"
"8900","9474385"
"8901","HO0521369177"
"8902","947440-211940-071300"
"8903","947456-211940-074700"
"8904","947462-211940-075700"
"8905","947468-211940-081102"
"8906","947473-211940-082500"
"8907","WO0521369197"
"8908",
"8909","947521-211940-100300"
"8910","WO0521369217"
"8911","947527-211940-101600"
"8912","947519-211940-100200"
"8913","947536-211940-103100"
"8914","947560-211940-113300"
"8915","947572-211940-120400"
"8916","947602-211940-071300"
"8917","HO0121369243"
"8918","947609-211940-073800"
"8919","947573-211940-120700"
"8920","170100039420"
"8921","3300382570"
"8922","HO0521369288"
"8923","3300382576"
"8924","947433-211940-070300"
"8925","947454-211940-074000"
"8926",
"8927","HO0521369313"
"8928","947463-211940-080300"
"8929","947664-211940-084500"
"8930","HO0121369339"
"8931","HO0121369339"
"8932","FCNC1059162"
"8933","XLA202100002295"
"8934",
"8935","FCNC1059164"
"8936","947524-211940"
"8937","LA202100002306"
"8938","947461-211940"
"8939","947476-211940-083300"
"8940","947612-211940-074400"
"8941","HO0521369340"
"8942","947685-211940-085700"
"8943","947618-211940-080100"
"8945","XLA202100002301"
"8946",
"8947","947707-211940-091003"
"8948","HO0121369368"
"8949","947553-211940-112400"
"8950","947741-211940-092503"
"8951","947515-211940"
"8952","947595-211940-053100"
"8953","947705-211940-090902"
"8954","947509-211940"
"8955","947631-211940-081800"
"8956","947428-211940-091204"
"8957","21LA00121913"
"8958","947568-211940"
"8959","947642-211940-082900"
"8960","21LA00121878"
"8961","947747-211940-092803"
"8962","947701-211940-090800"
"8963","0638918300"
"8964","CLM00574309"
"8965","947771-211940-094001"
"8966","WO0521369394"
"8967","947732-211940-092200"
"8968","HO0521369411"
"8969","HO0121369467"
"8970","3300381595"
"8971","947662-211940-084502"
"8973","947719-211940-091600"
"8974","947773-211940-094002"
"8975","947809-211940-095002"
"8976","947829-211940-095801"
"8977","3300382597"
"8978","947647-211940-083100"
"8979","0638927897"
"8980","3300382603"
"8981","H48033"
"8982","947750-211940-093001"
"8983","947651-211940-083700"
"8984","947764-211940-093602"
"8985","21LA00121886"
"8986","947841-211940-100200"
"8987","947711-211940-091201"
"8988","947852-211940-100600"
"8989","947867-211940-101102"
"8990","947886-211940-101700"
"8991","947892-211940-101902"
"8992","947926-211940-103001"
"8993","3300382603"
"8994","947934-211940-103202"
"8995","HO0121369499"
"8996","947939-211940-103404"
"8997","170100033348"
"8998","947947-211940-103504"
"8999","947952-211940-103900"
"9000","170100033416"
"9001","3300382571"
"9002","770100011514"
"9003","3300382612"
"9004","21LA00121951"
"9005","21LA00122031"
"9006",
"9007","WO0521369479"
"9008","HO0521369587"
"9009","HO0521369610"
"9010","HO0121369559"
"9011","948040-211940-110800"
"9012","947929-211940-103006"
"9013","130001414"
"9014","947971-211940-104601"
"9015","FCNC1059167"
"9016","948003-211940-105600"
"9017","948038-211940-110700"
"9018","947781-211940-103812"
"9019","948088-211940-112000"
"9020","948062-211940-111402"
"9022","948147-211940-113705"
"9023","3300382620"
"9024","948149-211940-113801"
"9025","948183-211940-114808"
"9026","3300382614"
"9027","948209-211940-115501"
"9028","948227-211940-120001"
"9029","M1345"
"9030","948219-211940-115800"
"9031","HO0521369294"
"9032","948310-211940-122700"
"9033","948245-211940-120700"
"9034","170100033470"
"9035","947458-211940-114200"
"9036","0638903880"
"9037","01003805562"
"9038","948221-211940-115902"
"9039","21LA00121977"
"9040","MH0521369370"
"9041","MH0521369404"
"9042","947858-211940-100900"
"9043","HO0521369604"
"9044","947571-211940-115404"
"9045","21LA00122049"
"9046","HO0521369285"
"9047","HO0521369626"
"9048","948278-211940-121502"
"9049","HO0521369566"
"9050","948339-211940-123801"
"9051","HO0521369523"
"9052","HO0521369350"
"9053","21LA00121969"
"9054","HO0521369703"
"9055","21LA00121992"
"9056","HO0521369328"
"9057","HO0521369689"
"9058","LA-005-183"
"9059","HO0521369195"
"9060","21LA00121895"
"9061","948188-211940-114900"
"9062","0638905893"
"9063","21LA00121887"
"9064","948113-211940-112806"
"9065","948308-211940-122600"
"9066","21LA00122093"
"9067","21LA00122085"
"9068","948283-211940-121700"
"9069","M1351"
"9070","948213-211940-115602"
"9071","947693-211940-090400"
"9072","HO0521369391"
"9073","21LA00121939"
"9074","947963-211940-104301"
"9075","948369-211940-124503"
"9076","21LA00122033"
"9077","21LA00121961"
"9078","947985-211940-105001"
"9079","947945-211940-103502"
"9080",
"9081","HO0121369659"
"9082","21LA00121918"
"9083","21LA00121993"
"9084","21LA00121876"
"9085","HO0521369464"
"9086","HO0521369456"
"9087","947946-211940-125505"
"9088","948297-211940-122100"
"9089","21LA00122024"
"9090","947459-211940-121604"
"9091","M1332"
"9092","21LA00122118"
"9093","948429-211940-010501"
"9094","21LA00121916"
"9095","21-0003869"
"9096","947765-211940-093600"
"9097","948571-211940-015200"
"9098","948480-211940-012000"
"9099","948349-211940-124001"
"9100","3300382656"
"9101","01003803916"
"9102","HO0521368976"
"9103","21LA00122003"
"9104","21LA00122059"
"9105","948453-211940-011102"
"9106","21LA00121942"
"9107","21LA00122154"
"9108","21LA00122006"
"9109","21LA00122040"
"9110","21LA00122151"
"9111","HO0521369045"
"9112","M1356"
"9113","948504-211940-012900"
"9114","21LA00121985"
"9115","948503-211940-012800"
"9116","948501-211940-012802"
"9117","3300382672"
"9118","01003807389"
"9119","M1410"
"9120","3300382358"
"9121","948629-211940-021200"
"9122","HO0521369644"
"9123","HO0521369669"
"9124","948617-211940-020700"
"9125","21LA00121900"
"9126","770100011470"
"9127","770100011564"
"9128","948689-211940-23400"
"9129","948571-211940-015200"
"9130","948684-211940-023203"
"9131","HO0521370015"
"9132","21LA00122116"
"9133","HO0521369983"
"9134","3300382680"
"9135","21LA00122054"
"9136","3300382677"
"9137","21LA00122111"
"9138","947819-211940-095400"
"9139","HO0521369967"
"9140","948199-211940-115300"
"9141","21LA00121957"
"9142","LA-005-205"
"9143","HO0521369978"
"9144","21-3861"
"9145","LA-005-211"
"9146","HO0521370072"
"9147","SH00144681217"
"9148","HO0521369864"
"9149","LA-005-166"
"9150","948709-211940-024005"
"9151","M1422"
"9152","CVH21055020217"
"9153","21LA00121924"
"9154","21-3979"
"9155","947845-211940-100304"
"9156","HO0521370064"
"9158","21LA00122184"
"9159","21LA00121980"
"9160","947916-211940"
"9161","21LA00122075"
"9162","948713-211940-024201"
"9163","948649-211940-021902"
"9164","21LA00122058"
"9165","CVH21098080117"
"9168","HO0121369710"
"9169","21LA00121990"
"9170","21LA00122035"
"9171","21LA00121988"
"9172","3300382687"
"9173","947783-211940-094201"
"9174","XLA202100002379"
"9175","21LA00121959"
"9176","947832-211940-100001"
"9177","WO0521369757"
"9178","21LA00122019"
"9179","948729-211940-024902"
"9180","947912-211940-102603"
"9181","947808-211940-095000"
"9182","948174-211940-114702"
"9183","XLA2021000002366"
"9184","948803-211940-031501"
"9185","947373-211940-023804"
"9186","21LA00122078"
"9187","3300382682"
"9188","21LA00122263"
"9189","948819-211940-032000"
"9190","WO0521369821"
"9191",
"9192","947758-211940-093309"
"9193",
"9194","21LA00122053"
"9195","EDI944637"
"9196","21LA00122000"
"9197","21LA00122144"
"9198","21LA00122034"
"9199",
"9200","947833-211940-100003"
"9201","21LA00121930"
"9202","1213987"
"9203","21LA00122029"
"9204","M1337"
"9205","21LA00122043"
"9206","947752-211940-093100"
"9207","CLA21009293"
"9208","21LA00122102"
"9209","21LA00122199"
"9210","21LA00122022"
"9211","21LA00122148"
"9212","21LA00122057"
"9213","21LA00122046"
"9214","21LA00122170"
"9215","21LA00122173"
"9216","21LA00122020"
"9217","21LA00122165"
"9218","21LA00122283"
"9219","21LA00122191"
"9220","948015-211940-110004"
"9221","21LA00121940"
"9222","21LA0012195"
"9223","21LA00122039"
"9224","948031-211940-110600"
"9225","21LA00122061"
"9226","948170-211940-114501"
"9227","948068-211940-111500"
"9228","CVH21067140217"
"9229","21LA00122030"
"9230","948280-211940-121605"
"9231","21LA00121937"
"9232","948057-211940-111300"
"9233","21LA00121947"
"9234","cpcatrambone@gmail.com"
"9235","21LA00122212"
"9236","948865-211940-033602"
"9237","948033-211940"
"9238","21LA00122211"
"9239","21LA00121896"
"9240","948234-211940-120102"
"9241","LVH101714603"
"9242","XLA202100002818"
"9243","21LA00121943"
"9244","M1386"
"9245","21LA00121923"
"9246","21LA00122169"
"9247","21LA00121956"
"9248","040521031715"
"9249","948052-211940-111100"
"9250","21LA00122226"
"9251","21LA00122236"
"9252","948822-211940-032104"
"9253","948843-211940-032703"
"9254","XLA202100002506"
"9255","21LA00122026"
"9256","21LA00122088"
"9257","21LA00121972"
"9258","948214-211940-115600"
"9259","XLA202100002509"
"9260","948064-211940"
"9261","CLM00558149"
"9262","21LA00122032"
"9263","1-21-4114"
"9264","HO0521369918"
"9265","947738-211940-092501"
"9266","3300382694"
"9267","21LA00122100"
"9268","21LA00122095"
"9269","21LA00122164"
"9270","21LA00122183"
"9271","21LA00122288"
"9272","948306-211940-122509"
"9274","3300382699"
"9275","21LA00122081"
"9276","21LA00122401"
"9277","M1481"
"9278","948887-211940-034601"
"9279","XLA202100002481"
"9280","21LA00121926"
"9281","XLA202100002428"
"9282","948238-211940"
"9284","M1411"
"9285","948903-211940-035201"
"9286","21LA00122008"
"9287","21LA00121958"
"9288","947904-211940-102400"
"9289","21LA00122066"
"9290","21LA00122196"
"9291","948158-211940-114001"
"9292","21LA00122204"
"9293","XLA202100000753"
"9294","948889-211940-034603"
"9295","949177-211940-055602"
"9296","21LA00121996"
"9297","949140-211940-053600"
"9298","21LA00122129"
"9299","949142-211940-053602"
"9300","3300382597"
"9301","948108-211940-112703"
"9302","LA005211"
"9303","SWYCBHO22203"
"9304","0638984666"
"9305","005-184"
"9306","3300382747"
"9307","HO0521369972"
"9308","948144-211940-113700"
"9309","CAS-960423-S9N9Q7"
"9310","M1629"
"9311","21-0004098"
"9312","948784-211940-031001"
"9313","SWYCBHO22206"
"9314","rhyspharrison@yahoo.com"
"9315","21LA00122234"
"9316","M1575"
"9317","948963-211940-041808"
"9318","XLA202100002377"
"9319","948931-211940-040200"
"9320","949113-211940-052103"
"9321","949327-211940-071600"
"9323","21LA00121986"
"9324","949319-211940-071202"
"9325","21-0004111"
"9326","949317-211940-071200"
"9327","21LA00122295"
"9328","3300382761"
"9329","947473-211940-082500"
"9330","21LA00122237"
"9331","WO0521370040"
"9332","3300382773"
"9333","949391-211940-074600"
"9334","MH0521370001"
"9335","9490090-211940-051203"
"9336","947932-211940-103200"
"9337","17-X-4CK639"
"9338","21LA00122325"
"9339","948089-211940-112101"
"9340","948592-211940-015802"
"9341","XLA202100002400"
"9342","948867-211940-033604"
"9343","21LA00121967"
"9344","SWYCBH022210"
"9345","948932-211940-040202"
"9346","XLA202100002519"
"9347","949072-211940-050201"
"9348","948861-211940"
"9349","M1484"
"9350","21LA00122622"
"9351","948667-211940-022501"
"9352","CVH21128670117"
"9353","21LA00122120"
"9354","2102FL2400451"
"9355","21LA00122147"
"9359","21LA00122240"
"9363","XLA202100002442"
"9365","948693-211940-023600"
"9369","LA202100002594"
"9372","XLA202100002448"
"9374","948799-211940"
"9376","21LA00122222"
"9378","947911-211940-102601"
"9379","21LA00122128"
"9382","948632-211940-021305"
"9383","21LA00122130"
"9388","21LA00122138"
"9389","948092-211940-112103"
"9392","21LA00122172"
"9393","21LA00122174"
"9396","21LA00122323"
"9397","948631-211940-021303"
"9398","948745-211940"
"9401","947928-211940"
"9403","948612-211940-020600"
"9404","21LA00122166"
"9407","M1391"
"9408","948553-211940-014501"
"9411","948931-211940-040200"
"9412","XLA202100002462"
"9415","948307-211940-122503"
"9417","XLA202100002501"
"9418","XLA202100002606"
"9422","M1379"
"9424","LVH10217180217"
"9430","21LA00122070"
"9433","21LA00121946"
"9436","CVH210591602"
"9440","948231-211940-120100"
"9442","2102FL24004751"
"9444","21LA00122467"
"10005","948546-211940-014301"
"10106","948217-211940-115700"
"10110","21LA00122451"
"10113","21LA00122254"
"10116","21LA00122261"
"10119","21LA00122079"
"10122","948936-211940-040501"
"10126","21LA00122258"
"10130","948367-211940"
"10133","21LA00122356"
"10135","948181-211940-114802"
"10139","21LA00122415"
"10143","21LA00122146"
"10146","21LA00122361"
"10147","948419-211940-010100"
"10150","948572-211940-015202"
"10151","948436-211940-010602"
"10154","948976-211940-042500"
"10155","948507-211940-013002"
"10157","21LA00122219"
"10159","21LA00122094"
"10161","21LA00122215"
"10163","M1533"
"10165","948420-211940-010201"
"10166","948114-211940-112804"
"10168","947532-211940-124900"
"10170","948549-211940-014305"
"10172","948414-211940-010003"
"10175","M1543"
"10178","M1474"
"10180","21LA00122080"
"10183","21LA00122201"
"10185","21LA00122244"
"10188","21LA00122140"
"10190","21LA00122185"
"10193","21LA00122142"
"10196","21LA00122344"
"10198","21LA00122373"
"10201","948910-211940-035502"
"10204","3300382710"
"10207","21LA00122241"
"10210","21LA00122213"
"10212","3300382587"
"10214","21LA00122229"
"10216","947893-211940"
"10217","948399-211940"
"10219","21LA00122099"
"10221","21LA00122050"
"10223","21LA00122161"
"10225","M1491"
"10228","948566-211940-015001"
"10230","21LA00122152"
"10232","21-0003923"
"10233","21LA00122062"
"10237","21LA00122249"
"10245",
"10249","ST21205520"
"10250","948508-211940"
"10254",
"10255","948481-211940"
"10258","21LA00122123"
"10265","170100033518"
"10269","3300382721"
"10273","948104-211940-112502"
"10277","948121-211940-113103"
"10280","21LA00122432"
"10283","21LA00121995"
"10286","21LA00122357"
"10288","949027-211940-044400"
"10291","21LA00122082"
"10292","3300382718"
"10296","949004-211940-043604"
"10297","948315-211940-122801"
"10300","949032-211940-044601"
"10301","948345-211940-123900"
"10303","21LA00122299"
