"id","payment_info"
"7505","SF CK# 815463"
"7506","DENIED CLAIM - PARTIAL PYMNT OF $1500.00 LESS ALACRITY FEE: $92.45  EMAILED BOB CANTY FOR PAYMENT ON RB
RB PAYMENT LESS ALACRITY FEE: $75.65"
"7508","ALL CLAIMS CK#006976"
"7509","LESS ALACRITY FEE: $80.24"
"7510","VIA QB CC"
"7511","EDISON CK#122967"
"7512","LESS ALACRITY FEES: $116.03"
"7513","MANUALLY DEDUCTED FEE: $224.35  PREFERRED CK#2806"
"7514","LESS ALACRITY FEE: $64.07"
"7517","FRONTLINE CK#127484"
"7518","LESS ALACRITY FEE: $33.00"
"7519","PAID ACH ALACRITY LESS FEE: $105.49"
"7520","AAA CK#829454"
"7523","SAFEPOINT CK#4015361"
"7527","LESS ALACRITY FEE: $57.47"
"7528","ASI CK#13214294
LOOKED UP FEE IN ALACNET"
"7529","UPC CK#168918"
"7530","LOOKED UP NEXXUS/ALACRITY FEE IN ALACNET: $115.74  ASI CK#13214882"
"7531","EFT"
"7532","PAUL DAVIS CK#21471"
"7533","DKI CK#1354"
"7534","FRONTLINE CK#263812"
"7536","LESS ALACRITY FEE: $44.97"
"7538","FRONTLINE CK#129184"
"7539","AAA CK#827037 $772.20
LOOKED UP NEXXUS FEE IN ALACNET"
"7540","PREFERRED CK#3115
LESS PREFERRED FEE: $14.00"
"7541","DENIED CLAIM RECD PARTIAL PAYMENT $1500 LESS ALACRITY FEE: $92.45
RB LESS ALACRITY FEE: $53.15"
"7543","UPC CK#162697"
"7544","UPC CK#162489"
"7547","LESS ALACRITY FEE: $244.69"
"7549","UPC CK#163227"
"7550","AAA CK#829454"
"7551","LESS ALACRITY FEE: $66.98"
"7552","paid via qb cc"
"7560","AAA CK#828711"
"7561","LESS ALACRITY FEE: $93.11"
"7565","SERVPRO APOPKA CK#7174"
"7567","LESS ALACRITY FEE: $205.06"
"7570","FRONTLINE CK#265700"
"7574","SERVPRO CK#2573"
"7576","AAA CK#827203
LOOKED UP FEE IN ALACNET"
"7577","AAA CK#827782
LOOKED UP NEXXUS FEES IN ALACNET"
"7579","PAUL DAVIS CK#21471"
"7581","RECD TOWERHILL CK#0008540994"
"7583","LESS ALACRITY FEE: $33.00"
"7584","RECD CORRECTED PAYMENT: AAA CK#838307 $312.14 & PERSONAL FROM INSURED CK#3127 $233.86"
"7585","PARTIAL PAYMENT $2001.76 LESS ALACRITY FEE;$163.40--NOTE IN ALACNET INSURED RESPONSIBLE FOR DEDUCTIBLE(RB)..EMAILED ROBERT CANTY FOR REMAINING BALANCE..==REDUCED INVOICE FOR SETTLEMENT.. PAID IN FULL"
"7589","LESS ALACRITY FEE: $159.23"
"7590","LESS ALACRITY FEE: $33.00"
"7591","CK#2203"
"7594","LESS ALACRITY FEE: $46.69"
"7596","LESS ALACRITY FEE: $33.26"
"7598","QFB ACH"
"7602","LESS ALACRITY FEE: $42.95"
"7603","ACH ALACRITY"
"7604","ASI CK#13246404"
"7606","ST JOHNS INS CK#965650"
"7607","Frontline CK# 299677"
"7608","LESS ALACRITY FEE: $99.46  ACH"
"7609","LESS ALACRITY FEE: $118.21"
"7610","LESS ALACRITY FEE: $33.00"
"7611","LESS ALACRITY FEE: $97.29"
"7612","LESS ALACRITY FEE: $61.06"
"7614","AAA CK#841672"
"7617","AAA CK#837700"
"7618","LESS PREFERRED FEE: $26.46 CK#3649"
"7622","LESS ALACRITY FEE: $107.01"
"7626","DENIED CLAIM RECD $1553.47 LESS FEE: $246.52 SEEKING RB
NO FEE FROM ALACRITY ON 2ND PAYMENT"
"7627","LOOKED UP NEXXUS FEE IN ALACNET: $333.09  RECD AAA CK#829846"
"7629","SERVICE MASTER CK#12737"
"7633","LESS ALACRITY FEE: $74.63"
"7634","LESS ALACRITY FEE: $60.18"
"7638","LESS PREFERRED FEE: $238.14 CK#2961"
"7646","AAA CK#831795"
"7650","WELLS FARGO BANK CK#0004389422"
"7656","LESS ALACRITY FEE: $58.46"
"7661","DENIED CLAIM RECD PARTIAL PYMNT $1500 LESS ALACRITY FEE: $128.54 SEEKING RB
RECD PARTIAL PAYMENT OF $36.09 ON 8/27
RECD PARTIAL PAYMENT OF $620.01 ON 9/27 NO ADD'L FEES DEDUCTED"
"7662","FIRESERVICE CK#23853"
"7664","AAA CK#835311"
"7666","DKI CK#1849"
"7667","SF CK#1137374"
"7671","AAA CK#839620"
"7672","LESS ALACRITY FEE: $64.28"
"7676","Request from Diana at PRN due to legal counseling approved by Michelle."
"7678","LESS PREFERRED FEE: $396.58  CK#3399"
"7679","LESS PREFERRED FEE: $81.00 CK# 3399"
"7680","LESS PREFERRED FEE: $243.00 CK#3565"
"7681","FedNat CK#1265375 made to Boca address"
"7684","LESS PREFERRED FEE: $33.75 CK#3565"
"7688","RR CK#85754"
"7690","UPC CK#5193057"
"7691","PAID ON 11/30 NOT UPDATED IN KRUGER..CK#5284930"
"7692","UPC CK#5284930	11/03/2021 NOT UPDATED"
"7694","UPC CK# 5311435"
"7695","01/11 - mg  UPC ck 213970 in full"
"7698","LESS PREFERRED FEE: $282.38  CK#3399"
"7700","LESS PREFERRED FEE: $87.31 CK#3200"
"7701","PREFERRED CK#3040
LESS PREFERRED FEE: $34.02"
"7702","FEDNAT CK#1254281"
"7703","LESS PREFERRED FEE: COMBINED BOTH INVOICES TOTAL FEE: $226.84 CK#3399"
"7704","LESS ALACRITY FEE: $192.66"
"7705","UPC CK#5202633"
"7706","UPC CK# 212187"
"7711","PREFERRED CK#3040
PREFERRED FEE: $253.80"
"7712","LESS ALACRITY FEE: $146.85"
"7713","LESS ALACRITY FEE: $62.88"
"7714","COMBINED PAYMENT PREFERRED CK#3399"
"7716","LESS PREFERRED FEE: $313.20 CK#3399"
"7718","LESS ALACRITY FEE: $82.66"
"7719","UPC CK#5195760"
"7721","AAA CK#838620"
"7723","FRONTLINE CK#128153"
"7724","RECD PARTIAL PAYMENT OF $100.00 LESS FEE=$94.00  CK#4180"
"7725","LESS PREFERRED FEE: $113.40 CK#3200"
"7726","RECD CK#730005547 FROM ZURICH AMERICAN INSURANCE COMPANY/ACM"
"7727","ALL CLAIMS CK#007218"
"7728","LESS ALACRITY FEE: $33.00"
"7729","LESS ALACRITY FEE: $73.41"
"7730","Bankers Check 0047872"
"7731","LESS PREFERRED FEE: $81.00 CK#3399"
"7732","GULFSTREAM CK#0000141960"
"7733","01/11 - UPC CK 5327124"
"7735","LESS ALACRITY FEE: $369.68"
"7736","LESS PREFERRED FEE: $67.50 CK# 3818"
"7737","LESS ALACRITY FEE: $151.97"
"7738","LESS ALACRITY FEE: $56.46"
"7739","LESS ALACRITY FEE: $56.46"
"7741","LESS ALACRITY FEE: $155.54"
"7742","LESS ALACRITY FEE:$42.95"
"7743","LESS TRADESPLUS FEE: $83.21"
"7745","LESS ALACRITY FEE: $267.57"
"7747","NADAL GAVE THE CHECK TO GUS"
"7748","LESS ALACRITY FEE: $53.31"
"7751","ASI CK#13219426"
"7752","UPC CK#5203351"
"7755","CENTAURI CK#150001244
LOOKED UP ALACRITY/NEXXUS FEE: $110.57"
"7756","ASI CK#2594958
ALACRITY FEE; $62.58"
"7757","FIRESERVICE CK#24105"
"7758","ASI CK#2594874
ALACRITY FEE; $49.85"
"7759","ASI CK#0200968

LOOKED UP ALACRITY/NEXXUS FEE: $103.05"
"7760","RECD CC INFO ENDING: 8654 OVER THE PHONE FROM CUSTOMER:"
"7762","CLAIM DENIED-PARTIAL PAYMENT OF $1500 LESS ALACRITY FEE: $92.45 EMAILED RC FOR RB..
RB RECD LESS ALACRITY FEE: $83.87"
"7763","LOOKED UP NEXXUS FEE: $150.96  UNIVERSAL NA CK#340134558"
"7766","LESS DCMG FEE: $43.63"
"7769","FIRESERVICE CK#23910"
"7771","LESS ALACRITY FEE: $33.76"
"7772","UPC CK#5203351
WE DID NOT RECEIVE THE SEDG FEE YET"
"7773","ASI CK#2593669"
"7774","RECD CK#0008530740 FROM TOWER HILL"
"7775","SETTLEMENT AGREEMENT.."
"7776","ACH LESS ALACRITY FEE: $19.95 - DOUBLE BILL OF FEE..ADVSD MICHELLE"
"7779","BANKERS CK#0051653"
"7780","AAA CK#852154"
"7781","LESS ALACRITY FEE: $72.87"
"7784","FedNat Ck#1260491"
"7785","UPC CK#171928
SEDG FEE: $712.04"
"7786","SF CK#1157772"
"7787","RECD 698.80 LESS ALACRITY FEE: $57.20 DENIED CLAIM SEEKING RB OF $1596.00
RECD 708.75 LESS ALACRITY FEE: $41.25 DENIED CLAIM SEEKING FINAL RB OF $846.00
RECD 799.47 LESS ALACRITY FEE: $46.53 DENIED CLAIM RECD FINAL BALANCE OF$846.00"
"7788","UPC CK#5202637"
"7789","LESS PREFERRED FEE: $81.68  CK#3399"
"7790","LESS ALACRITY FEE: $33.00"
"7791","DENIED CLAIM..RECD PARTIAL PAYMENT OF $1500.00 LESS ALACRITY FEE: $92.45. EMAILED ROBERT CANTY FOR RB
RECD RB LESS ALACRITY FEE: $46.86"
"7793","DKI CK#1483"
"7794","MGM CK#671"
"7796","PREFERRED CK#3040
LESS PREFERRED FEE: $15.12"
"7797","INV  #7384 RECD UPC CK#5202774 - SEDG FEE: $206.40
INV #7383 RECD UPC CK#5202772 - SEDG FEE: $1416.04"
"7798","LESS ALACRITY FEE; $113.40"
"7799","UPC CK#5201518 
SEDG FEE: $30.70"
"7800","LESS ALACRITY FEE: $73.15"
"7803","LESS ALACRITY FEE: 109.61"
"7804","PARTIAL PAYMENT OF $2628.98 LESS ALACRITY FEE: $163.54 -PAYMENTS 7/2/2021 $2628.98 INV #7386
INV #7385 RECD PARTIAL PAYMET OF $250.00 SEEKING RB OF $3482.92-EMAILED TO ROBERT CANTY
INV 7385 RECD FINAL PYMNT $3343.60 ACH ALACRITY LESS FEE: $139.32"
"7807","LESS ALACRITY FEE: $33.00"
"7809","LESS ALACRITY FEE: $207.52"
"7813","DENIED CLAIM LESS ALACRITY FEE: $33.00"
"7816","AS PER HOLLIE THIS WAS PAID IN THE AMOUNTS OF$3500.00 ON 08/13/2021"
"7819","ACH ALACRITY"
"7826","LESS ALACRITY FEE: $44.01"
"7827","RAPID RESPONSE CK#86655"
"7828","DKI CK#1544"
"7829","RECD PARTIAL PAYMENT$492.70  LESS LARGE ALACRITY FEE OF $612.300-EMAILED FOR FUNDS-RECD ADJUSTED FUNDS ON 8/12 FOR 551.52
EMAILED ROB CANTY FOR RB OF $9476.18
 RECD LUMP SUM FINAL PAYMENT LESS FEE OF $285.40"
"7830","RECD CK#0141072994 FROM TOWER HILL FOR TARP INVOICE 7406 $2486.48 Fees:$9.95+$136.76=$146.71
RECD CK#0141073958 FROM TOWER HILL FOR TREE INVOICE 7405 $1785.61 Fees:$9.95+$71.42=$81.37"
"7831","7/14/2021 $1932.00 LESS ALACRITY FEE: $116.21 (2 SEPARATE PAYMENTS)
7/14/2021 $721.98  LESS ALACRITY FEE: $38.83"
"7832","LESS ALACRITY FEE: $96.30"
"7835","FL PENN CK#00528609"
"7836","FL PENN CK#538665"
"7838","LESS ALACRITY FEE: $330.72"
"7839","LESS ALACRITY FEE: $55.05"
"7840","AAA CK#833512"
"7844","LESS PREFERRED FEE: $10.50 CK#3302"
"7846","Received partial pymt $100.00 05/10/22 from HO CK#5050"
"7847","LESS ALACRITY FEE: $33.00"
"7848","LESS PREFERRED FEE: $189.00 CK#3649"
"7849","LESS PREFERRED FEE: $45.30 CK#3200"
"7851","LESS PREFERRED FEE: $164.16 CK#730"
"7855","Progressive CK#13251977"
"7860","LESS ALACRITY FEE: $61.03"
"7862","DIRECTLY FROM TOWER HILL CK#008540678 - ADDED NOTE IN ALACNET ADVISING...
ALACNET FEE DUE TO ALACRITY: $228.00 FOR THIS INVOICE ONLY..."
"7863","PAUL DAVIS CK#22035"
"7864","CUSTOMER GAVE CK#415 $2500.00"
"7868","J&R RESTORATION SERVICES CK#5947"
"7870","SERVPRO CK#7263"
"7871","LESS PREFERRED FEE: $14.00 CK# 3818"
"7873","Denied claim, received PAS $1500.00 less fee. Settlement for RB $1100.00
RECD FINAL SETTLEMENT AMNT $1100 LESS FEE"
"7877","CUSTOMER CHECK #569"
"7878","ACH PURE"
"7879","FEDNAT CK#1202477"
"7880","FEDNAT CK#1199355"
"7882","UPC CK#5204701"
"7883","LESS ALACRITY FEE: $350.51"
"7884","LESS ALACRITY FEE; $110.55"
"7885","RR CK#86910"
"7886","ACH ALACRITY LESS FEE: $10.46"
"7890","LESS ALACRITY FEE: $81.26"
"7891","LESS ALACRTIY FEE: $122.10"
"7892","EDISON CK#00128246"
"7893","Progressive CK#13251977"
"7894","LESS PREFERRED FEE: $129.60 CK#3488"
"7896","NO FEE WAS ASSESSED AS THIS WAS A DENIED CLAIM & PREFERRED PAID US VIA CK#4016"
"7897","NAUTICA ISLES HOMEOWNERS ASSOCIATION CK# 3253"
"7898","FEDNAT CK#1189734"
"7899","LESS PREFERRED FEE: $63.84 CK#3399"
"7900","RECD CK#0141073958 FROM TOWER HILL"
"7904","RESTORATION MANAGEMENT 2013 DBA SERVPRO CK#1181"
"7905","EDISON CK#00128247"
"7906","3 PARTY ASI CHECK SIGNED BY INSUREDS CK#13223044"
"7907","EFT"
"7909","INV #7475 PAID LESS FEE: $91.92 9/2/2021 $1957.35
INV #7474 PAID LESS FEE: $70.59 9/2/2021 $1031.91"
"7911","ACH HERITAGE PAID FULL AMOUNT $1250.00"
"7913","VIA QB"
"7914","VIA QB"
"7915","PERSONAL CK#965"
"7919","MICHELLE PAID FEE ONLINE 
ACH ALACRITY NO FEE"
"7921","Preferred ACH 01/20"
"7922","LESS ALACRITY FEE: $55.71"
"7923","LESS ALACRITY FEE: $134.83"
"7924","DKI CK#1704"
"7925","VIA CC ON FILE.."
"7926","EDISON CK#00128383"
"7927","LESS ALACRITY FEE: $232.70"
"7929","LESS ALACRITY FEE: $78.21"
"7930","LESS ALACRITY FEE: $153.61"
"7931","LESS ALACRITY FEE: $493.19"
"7932","LESS ALACRITY FEE: $202.45"
"7933","LESS ALACRITY FEE: $122.63"
"7935","Cynthia confirmed that is ok to deposit  Universal Insurance check 340188064"
"7936","LESS ALACARITY FEE: $34.84"
"7937","AAA CK#839621"
"7938","LESS ALACRITY FEE: $151.58"
"7939","SF CK#1139093"
"7941","LESS ALACRITY FEE: $33.00"
"7942","DENIED CLAIM RECD PARTIAL PYMNT LESS ALACRITY FEE: $170.33
SEEKING RB $1416.00
RB RECEIVED LESS ALACRITY FEE: $77.88"
"7943","LESS ALACRITY FEE: $33.00"
"7944","SERVPRO CK#7581"
"7945","Auto Club CK# 860802"
"7946","UPC CK#5207702"
"7947","FRONTLINE CK#129245"
"7948","ACH ALACRITY PAID IN FULL NO FEE ASSESSED.."
"7949","LESS ALACRITY FEE: $150.64"
"7950","SERVPRO CK#7263"
"7951","LESS ALACRITY FEE: $149.95"
"7953","UPC CK#5210596"
"7954","PROGRESSIVE CK#220648"
"7955","FL PENN CK#00525539"
"7956","EDISON CK#00523104"
"7957","LESS ALACRITY FEE: $33.00"
"7958","LESS ALACRITY FEE: $112.36"
"7961","Preferred ACH 01/20"
"7963","LESS PREFERRED FEE: $175.83 CK#3488"
"7964","LESS ALACRITY FEE: $89.92"
"7965","FRONTLINE CK#129241"
"7968","LESS ALACRITY FEE: $50.38"
"7971","ACH PURE INSURANCE"
"7973","RECD CK#0008541128 DIRECTLY FROM TOWER HILL"
"7974","LESS TRADESPLUS FEE: $181.80"
"7975","LESS ALACRITY FEE: $33.00"
"7978","HOMEOWNERS CHOICE CK#0000235464"
"7979","TOWER HILL CK#142011291"
"7980","TOWER HILL CK#0008541805"
"7981","RAPID RESPONSE CK#87126"
"7982","LESS ALACRITY FEE: $202.45"
"7983","ACH"
"7984","LESS PREFERRED FEE: $14.00 CK#3302"
"7985","ck 1967"
"7986","LESS TRADESPLUS FEE: $41.43"
"7987","FRONTLINE CK#276164"
"7988","LESS ALACRITY FEE: $58.46"
"7989","LESS ALACRITY FEE: $71.24"
"7990","ACH"
"7991","FL PENN CK# 529335"
"7992","DKI CK#1704"
"7993","LESS PREFERRED FEE: $142.42 CK#3302"
"7994","LESS TRADES PLUS FEE: $24.51"
"7995","LESS ALACRITY FEE: $74.96"
"7997","LESS PREFERRED FEE: $151.88  CK#3399"
"7998","EDISON CK#00128387"
"7999","LESS PREFERRED FEE: $63.50 CK#3399"
"8000","PERSONAL CK#6255 FROM THE INSURED"
"8002","LESS SEDGWICK FEE: $65.95  VIA ACH"
"8003","LESS PREFERRED FEE: $94.67 CK#3399"
"8004","LESS ALACRITY FEE: $60.71"
"8006","Lighthouse CK# 443920"
"8009","LOOKED UP NEXXUS FEE
AAA CK#835310"
"8010","PAYMENT IS IN LUMP SUM BETWEEN BOTH JOBS..
LESS ALACRITY FEE: $16.16"
"8014","RESTORATION MGMT/SERVPRO CK#5035"
"8015","PAUL DAVIS TAMPA CK#22164"
"8017","LESS PREFERRED FEE: $192.35 CK# 3818"
"8020","RECD PYMNT FROM INSURED CK#0027679076 $1100.00"
"8022","UPC CK#5214029"
"8024","LESS ALACRITY FEE: $51.61"
"8025","LESS PREFERRED FEE: $32.05 CK# 3818"
"8027","LESS ALACRITY FEE:$23.70"
"8029","LESS TRADES PLUS FEE: $81.99"
"8030","Frontline CK# 133277"
"8031","PAYMENT IS IN LUMP SUM BETWEEN BOTH JOBS..
LESS ALACRITY FEE: $277.60"
"8036","LESS ALACRITY FEE: $80.93"
"8037","ACH ALACRITY LESS FEE:$79.58"
"8038","ASI CK#13247618"
"8039","Preferred ACH"
"8040","LESS ALACRITY FEE: $72.83"
"8041","FENAT CK#1206958"
"8042","DKI CK#1704"
"8044","FEDNAT CK#1189735"
"8046","AI CK#0000680187"
"8048","LESS PREFERRED FEE: $149.85 CK# 3818"
"8049","ACH ALACRITY LESS FEE: $42.95"
"8050","BURTON CK#30879"
"8051","FL PENN CK#00528610"
"8052","LESS ALACRITY FEE: $57.76"
"8054","LESS ALACRITY FEE: $23.70"
"8059","LESS ALACRITY FEE: $228.85"
"8060","RECD PARTIAL PAYMENT FOR $8854.39 LESS PREFERRED FEE: $531.26 CK#3650=EMAILED DIANA REGARDING STATUS OF REMAINING BALANCE AND LFT HER A MESSAGE
INTIALLY PAYMENT WAS ENTERED INTO THE SYSTEM BUT REMOVED DUE TO UPDATED SPREADSHEET ADVISING OF DEDUCTION...EMAILED DIANA W/PREFERRED FOR CLARIFICATION.."
"8063","LESS ALACRITY FEE: $89.15"
"8064","Progressive CK# 13252010"
"8065","FL PENN CK#00523479"
"8067","ITD CK#10103"
"8068","AAA CK#840700"
"8070","LESS ALACRITY FEE: $33.00"
"8071","AAA CK#840701"
"8072","PAUL DAVIS CK#22292"
"8073","ALL CLAIMS CK#007114"
"8077","DKI CK#1704"
"8078","PAID VIA CC AMEX"
"8079","DKI CK#1704"
"8081","LESS ALACRITY FEE: $57.77"
"8083","DKI CK#1704
RB PAID VIA DKI CK#1744"
"8084","EDISON CK#00526925"
"8085","ACH ALACRITY LESS FEE: $33.00"
"8086","EDISON CK#138910"
"8087","DKI CK#1704"
"8088","FL PENN CK#135070"
"8089","AMICA CK#1560814"
"8090","FedNat Ck# 1259562"
"8092","Progressive CK# 13246322"
"8097","COUNTER CREDIT DEPOSIT AT BANK"
"8098","COUNTER CREDIT DEPOSIT AT BANK"
"8099","COUNTER CREDIT DEPOSIT AT BANK"
"8100","VISA****6170"
"8104","PER GUS VOID OUT THIS INVOICE AS ALL 4 JOBS FOR THIS INSURED SHOULD HAVE TOTALED $6235.00"
"8107","AMERICAN INTEGRITY CK#0000666930"
"8109","FEDNAT CK#1191688"
"8110","DKI CK#1704"
"8112","ASI CK#13225045"
"8113","DENIED CLAIM-LESS ALACRITY FEE: $63.41"
"8115","COUNTER CREDIT DEPOSIT AT BANK"
"8116","LESS ALACRITY FEE: $33.00"
"8118","USAA CK 0032824114"
"8119","COUNTER CREDIT DEPOSIT AT BANK"
"8120","COUNTER CREDIT DEPOSIT AT BANK"
"8121","LESS PREFFERED FEE: $50.16 CK#3565"
"8122","ACH ALACRITY LESS FEE: 135.52"
"8123","LESS ALACRITY FEE: $64.40"
"8124","DKI CK#1774"
"8126","FIRSERVICE CK#24377"
"8127","RECD CK#0000668587 DIRECTLY FROM AMERICAN INTEGRITY"
"8128","Frontline CK#302531"
"8135","LESS PREFERRED FEE: $13.75 CK#3649"
"8136","SF CK#1157326"
"8137","FIRSTONSITE CK#28695"
"8139","VIA QB CC"
"8141","RECD ACH ALACRITY LESS FEE: $112.64"
"8142","SERVPRO CK#7246"
"8144","PERSONAL CK#166"
"8146","FL PENN CK#529489"
"8148","ACH"
"8151","**SETTLEMENT**
3 PAYMENTS IN TOTAL: 12/31/2021 $1311.11, 01/14/2022 $96.44  2/4/2022 $268.09 
requested settlement of $348.00 based on pricelist.
Alacrity originally accessed a fee of $13.84 but after reviewing the pymt they over paid $32.15 so the fee is washed."
"8153","Preferred ACH"
"8154","LESS PREFERRED FEE: $34.56 CK#3399"
"8155","RECD CK#836851 FROM AAA
LOOKED UP FEE IN ALACNET: $69.12"
"8156","LESS ALACRITY FEE: $33.00"
"8157","DKI CK#1704"
"8159","DKI CK#1704"
"8161","VIA QB CC"
"8164","SERVPRO CK#7605"
"8167","FIRSTONSITE CK#28695"
"8169","LESS ALACRITY FEE: $33.00"
"8170","ACH ALACRITY LESS FEE: $90.68"
"8172","ATI CK#463012"
"8173","ASI CK#13225591"
"8175","FRONTLINE CK#278489"
"8176","LESS TRADES PLUS FEE: $402.55"
"8178","LESS TRADES PLUS FEE: $44.20"
"8180","VIA QB CC"
"8186","NO FEE WAS ASSESSED"
"8187","LESS ALACRITY FEE: $165.77"
"8189","AAA CK#837699
LOOKED UP ALACRITY FEE: $72.32"
"8190","FRONTLINE CK#276144"
"8191","INV 7860 RECD 2 PAYMENTS LESS FEES: 9/29/2021 $2664.90 & 12/20/2021 $5306.38
INV 9850 RECD 1 PAYMENT LESS FEE 12/02/2021 $1742.75
partial pymnt preferred ck#4016 2,664.90 Fee$170.01 - Remaining balance Inv 7860 $5645.09
Second partial pymt ACH 12/02 $1742.75 Fee $111.24 for Invoice 9850
Preferred ACH $5306.38 Fees $338.71"
"8197","AAA CK#842034"
"8199","SAFEPOINT CK#4019493"
"8201","LESS TRADESPLUS FEE: $73.66"
"8203","DKI CK#1774"
"8204","LESS TRADESPLUS FEE: $73.09"
"8205","LESS TRADESPLUS FEE: $118.93"
"8206","ACH PARTIAL LFT MSG FOR KRISTINE
PER GUS VOID OUT THIS INVOICE AS ALL 4 JOBS FOR THIS INSURED SHOULD HAVE TOTALED $6235.00"
"8209","LESS TRADES PLUS FEE: $145.85"
"8210","LESS PREFERRED FEE: $51.60  CK#3399"
"8211","LESS ALACRITY FEE: $202.45"
"8213","DKI CK#1704"
"8214","LESS PREFERRED FEE: $154.71 CK#3399"
"8216","ACH SEDGWICK"
"8217","PER ADJUSTER AARON PEELAR 407-708-5203 CK WAS MAILED 12/20 CASHED BY KRUGER ON 12/28 CK#133456"
"8219","LESS PREFERRED FEE: $172.80 CK#3565"
"8220","FL PENN CK#528744"
"8221","LESS PREFERRED FEE: $144.00 CK#3488"
"8223","LESS TRADESPLUS FEE: $38.74"
"8225","FIRESERVICE CK#24069"
"8226","LESS ALACRITY FEE: $227.21"
"8227","LESS PREFERRED FEE: $330.57 CK#730"
"8229","PRN CK#4016"
"8230","1/11 - Progressive ck 13249028 for $2692.03
ck 13247132 in the amount of 4201.11 to cover invoice number 7782

for inv 7779: recd email from adjuster: Payment is on the way for this one in the amount of $2,692.03(inv 7779). The customer has a $500 maximum on debris removal, and the total of your job for the debris removal portion totaled $519.66. The $19.66 was the amount the bill was reduced by. This payment went to the Boca Raton address we have on file."
"8231","UPC CK #178743"
"8233","LESS TRADES PLUS FEE: $48.06"
"8234","LESS TRADES PLUS FEE: $47.32"
"8235","LESS TRADES PLUS FEE:$85.41"
"8237","LESS PREFERRED FEE: $43.49  CK#3488"
"8238","DKI CK#1704"
"8239","FL PENN CK#00526349"
"8240","LESS PREFERRED FEE: $72.00 CK#3302"
"8241","DKI CK#1704"
"8242","LESS ALACRITY FEE: $49.50"
"8243","AGREED SETTLEMENT $1035.00"
"8244","LESS ALACRITY FEE: $135.52"
"8245","UPC CK# 206984"
"8246","DKI CK#1704"
"8247","LESS PREFERRED FEE: $232.16 CK#730"
"8248","LESS PREFERRED FEE: $174.31  CK#3399"
"8249","LESS PREFERRED FEE: $95.13 CK#3399"
"8250","LESS TRADESPLUS FEE: $29.70"
"8253","FRONTLINE CK#133483"
"8255","FL PENN CK#00526291"
"8257","AAA CK#842034"
"8258","LESS TRADESPLUS FEE: $103.80"
"8259","DKI CK#1704"
"8261","LESS TRADESPLUS FEE: $86.17"
"8262","LESS PREFERRED FEE: $131.95 CK#3399"
"8263","LESS TRADES PLUS FEE: $43.11"
"8264","LESS TRADES PLUS FEE: $116.79"
"8265","DKI CK#1704"
"8266","LESS ALACRITY FEE: $50.82"
"8267","LESS TRADESPLUS FEE: $52.79"
"8270","Preferred ACH"
"8271","LESS TRADES PLUS FEE: $80.44"
"8272","LESS TRADESPLUS FEE: $91.06"
"8273","ACH"
"8274","Monarch CK# 25611"
"8275","paid on 7/30 never updated .. PREFERRED 3399"
"8277","Preferred ACH 01/20"
"8278","LESS PREFERRED FEE: $92.05 CK#3399"
"8285","LESS ALACRITY FEE: $234.05"
"8288","LESS TRADESPLUS FEE: $96.50"
"8289","DKI CK#1704"
"8290","LESS PREFERRED FEE: $189.36 CK#3565"
"8291","LESS TRADES PLUS FEE: $27.35"
"8292","LESS TRADES PLUS FEE: $68.29"
"8293","FRONTLINE CK#130502"
"8295","LESS TRADES PLUS FEE: $97.81"
"8297","FIRESERVICE CK#24223"
"8298","DKI CK#1704"
"8299","PAS received for the settlement $3700.00 less fee $213.45."
"8300","LESS TRADES PLUS: $29.70"
"8302","LESS PREFERRED FEE: $45.00 CK#3399"
"8303","LESS ALACRIYT FEE: $92.48"
"8304","FIRESERVICE CK#24069"
"8305","LESS PREFERRED FEE: $212.64  CK#3399"
"8306","LESS PREFERRED FEE: $33.17  CK#3565"
"8307","LESS PREFERRED FEE: $212.64 CK#3399"
"8308","LESS PREFERRED FEE: $90.03 CK#3649"
"8309","LESS PREFERRED FEE: $144.18 CK#3399"
"8310","Invoice reduced to $600.00 Cust. paid QB Amex SOL processed"
"8312","Frontline CK#302532"
"8313","not updated as this was paid on 12/2"
"8314","PRN CK#4016"
"8315","LESS TRADESPLUS FEE: $29.70"
"8317","LESS ALACRITY FEE: $102.97"
"8318","DENIED CLAIM...RECD FUNDS FOR $1500.00 LESS FEE: $92.45 EMAILED FOR REMAINING BALANCE..agreed to reduce fees accomodate the new price..
2 PAYMENTS RECD: 10/06/2021 $1407.55
                                      11/12/2021 $973.35"
"8320","EDISON CK#00130906"
"8321","FL PENN CK#00525569"
"8325","LESS PREFERRED FEE: $20.00 CK#3565"
"8326","PRN CK#4450"
"8327","ACH ALACRITY"
"8329","**DENIED CLAIM..RECD PAS $1500.00 LESS FEE: REQUESTED SETTLEMENT..**
We have been advised that this claim was denied, and we received a PAS amount of $1500.00. 

Below is our request for a settlement payment. 
The original estimate of $3965.50(Inv 7822) for the roof tarp & original estimate of $900.00 for the inspection (Inv 7947) estimate were denied. 
Roof Tarp Inv #7822
Roof tarp 1925 sq ft x $.99 = $1905.75
Sandbags 40 x $7.50 = $300.00
Anchoring Support $212.00

Revised Total Invoice using new pricelist: $2417.5
PAS received $1500.00 (less total received)
New Settlement Total: $917.75

Second Payment Alacrity ACH less Fee $50.47"
"8330","DKI CK#1774"
"8332","LESS ALACRITY FEE: $352.03"
